,CNV_MIRLET7A1,CNV_RUNX1T1,CNV_MIR19B2,CNV_MIR23A,CNV_MIR29B2,CNV_MIR494,CNV_MIR449C,CNV_MIR92A1,CNV_FOXM1,CNV_MIR148A,CNV_MIR449A,CNV_MIR151A,CNV_MIR21,CNV_MIR125A,CNV_STAT1,CNV_AR,CNV_MIR196B,CNV_MIR17,CNV_ETS2,CNV_MIR222,CNV_MIR184,CNV_MIR373,CNV_JUN,CNV_POU2F1,CNV_MIRLET7E,CNV_MIR655,CNV_PPARA,CNV_MIR135B,CNV_ATF3,CNV_MIR92A2,CNV_MIR29A,CNV_MAZ,CNV_MIRLET7G,CNV_MIR455,CNV_MIRLET7C,CNV_PPARD,CNV_MIR590,CNV_MIR16-1,CNV_MYB,CNV_LEF1,CNV_MIRLET7I,CNV_MIR30D,CNV_MIR429,CNV_TCF7L2,CNV_MIR34C,CNV_MYBL2,CNV_MIR34A,CNV_RARB,CNV_SMAD3,CNV_HOXB4,CNV_MIR20A,CNV_STAT3,CNV_TFAP2A,CNV_ESR1,CNV_MIRLET7B,CNV_POU2F2,CNV_WT1,CNV_ETS1,CNV_MIR30A,CNV_RELA,CNV_NFIC,CNV_E2F1,CNV_MIR24-2,CNV_MIR371A,CNV_SP1,CNV_MYC,CNV_MIR223,CNV_MIR19B1,CNV_TP53,CNV_MIR155,CNV_MIR26A2,CNV_MIR29B1,CNV_NFKB1,CNV_MIR19A,CNV_MIR196A1,CNV_MIR26A1,CNV_MIR106B,MIRLET7A1,RUNX1T1,MIR19B2,MIR23A,MIR29B2,MIR494,MIR449C,MIR92A1,FOXM1,MIR148A,MIR449A,MIR151A,MIR21,MIR125A,STAT1,AR,MIR196B,MIR17,ETS2,MIR222,MIR184,MIR373,JUN,POU2F1,MIRLET7E,MIR655,PPARA,MIR135B,ATF3,MIR92A2,MIR29A,MAZ,MIRLET7G,MIR455,MIRLET7C,PPARD,MIR590,MIR16-1,MYB,LEF1,MIRLET7I,MIR30D,MIR429,TCF7L2,MIR34C,MYBL2,MIR34A,RARB,SMAD3,HOXB4,MIR20A,STAT3,TFAP2A,ESR1,MIRLET7B,POU2F2,WT1,ETS1,MIR30A,RELA,NFIC,E2F1,MIR24-2,MIR371A,SP1,MYC,MIR223,MIR19B1,TP53,MIR155,MIR26A2,MIR29B1,NFKB1,MIR19A,MIR196A1,MIR26A1,MIR106B
11-1,1.0,1.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,3.5,10773.320842000001,0.701911901813,103.52255699999999,3933.490061,796.976848,6.240722,0.0,2649.7369350000004,10.0211157495,252097.61663200002,0.367101,3120.727859,212840.54148900002,559.095228,177.87692974200002,34.1350040768,774.950772,378.114304,13.257877481400001,63.50851899999999,1.468405,0.0,38.557760266500004,2.9734513556299995,619.6669360000001,3.3039110000000003,2.4209517056200003,7.7091270000000005,10.8487776156,2282.268568,4991.108807,17.0853510642,1058.72005,233.47640499999997,2794.741935,15.901572030399999,52.495481000000005,381.418215,2.7815324549900002,3.31817244431,1056.517442,4528.928314,150.144418,3.7187212131300003,1.468405,51.00780376,591.400139,2.28496096648,3.02811027441,0.335641130329,92.509519,50.4381484341,6.06866442245,0.37638228696000003,13195.454993000001,3.86548166441,0.45244315667400004,15.5581795764,4113.369681,11.7386148415,27.7272785613,14.6834795814,733.83543,0.367101,27.3072650231,4.4304003750800005,125.54863300000001,102.42125300000001,7.72637258512,1080.379025,1145.355949,754.0260000000001,24.3974600371,19.823468,342.87258199999997,1174.72405,3030.420948
12-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6910.239503,0.021302529217599998,124.687528,4223.081574,788.5069269999999,0.0,0.0,15088.962072,31.758057543400003,196670.13453900002,0.0,2189.824718,240237.090502,83.951546,103.59006612700001,1.15783290026,40.735982,1720.8295829999997,4.83791564988,36.485271000000004,13.814810999999999,0.0,27.7252658473,1.5228231944600001,203.679912,0.0,1.57917184857,68.719831,4.1037028824699995,13492.465791999999,9377.423127,26.1010819906,736.789941,283.734972,1487.040467,17.130292413699998,36.131045,264.960998,2.5772783339400003,1.7748332750799998,500.167018,3972.2896140000003,67.302927,6.935104215269999,3.1880330000000003,37.2637886782,93.51564599999999,2.36310276134,1.61044479399,0.683027581406,671.966595,27.6125126696,7.48363406348,0.272907297321,5321.181967,6.03992982108,0.0701020503185,19.088888321400002,192623.457479,21.841082809699998,8.27016169964,10.2867939086,789.569605,0.0,13.7084147441,56.4361496637,764.065338,150.900247,47.652055714,1470.7460740000001,747.770945,784.610442,7.852227344789999,64.46911999999999,92.807194,685.072955,1187.3653279999999
13-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.5,0.5,1.0,3809.7996340000004,0.33216004318799996,34.378832,4265.05871,432.339855,2.604457,0.0,1624.139357,12.297954369200001,198046.032214,0.0,2375.785634,234056.295858,402.649045,104.61294581799999,12.8296967204,150.53761200000002,178.665747,6.172539061849999,26.04457,77.091926,0.0,59.157237566000006,2.88285760405,737.0613179999999,2.604457,0.648854996249,3.125348,2.4461491194400002,1445.994501,5050.042036,26.0925031464,407.33706800000004,65.111424,514.119803,12.3182539857,22.919221,617.256298,11.782768383499999,2.6974632087,429.214506,6191.315074,114.07521499999999,2.1242678408099995,1.041783,50.7316453205,208.356556,2.42652271042,4.82652475994,5.6799164080699995,80.217274,20.0760579049,11.988495128499999,36.7264416919,10751.198311,3.15085346051,0.34756520769199994,16.026022524200002,51868.802044,18.9547630882,17.450743027,11.1411526526,604.234014,0.0,21.476599884699997,6.2133015048699995,49.484682,36.983289,19.5388407107,784.4624349999999,895.412301,402.649045,9.96989340726,24.481895,2067.417931,888.1198220000001,594.3370769999999
14-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,11967.892768000002,0.56164623069,49.706221,3359.7565630000004,180.691714,2.346646,0.0,4424.280358,4.98013111123,20389.790641,0.639994,1774.2774359999999,293948.726219,756.686553,47.1154743513,11.6052128372,79.145958,557.008343,20.1427410498,22.186467999999998,0.213331,0.0,477.8693469,2.0085913918,1640.091971,4.47996,0.794864435315,0.213331,426.879292606,4179.589218,3234.74435,39.0394037543,392.743148,117.758945,2525.844035,11.8097522822,10.45324,194.558257,38.7824122397,6.3512900735099995,403.83638199999996,7360.574049,146.345355,6.02450246301,11.733228,11.229252889400001,94.292488,0.753592089337,8.223878609689999,0.746853917551,263.464306,22.1675556313,16.4270292548,60.5080979138,20124.833015,0.905266388122,0.0774139128,13.2361893098,93506.78884600001,35.2187168713,18.5482683227,7.155490436769999,782.712987,0.0,19.8362023839,34.7341955075,226.55797,54.826175,13.7167887376,154.02528700000002,697.8070809999999,116.47895600000001,11.894965671600001,15.999857,164.478526,696.527092,768.846444
15-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6142.091173,0.7908259617100001,11.515393,1800.7880920000002,113.508872,0.0,0.0,1659.313266,10.6475926772,29133.943758999998,0.5483520000000001,2032.192651,168300.75573900001,460.06735999999995,73.16108664,39.9330080575,111.31546399999999,165.602315,8.19088413965,21.385729,81.156102,0.0,41.2659967032,3.92249348331,689.826863,1.0967040000000001,1.04751862377,2.7417599999999998,3.3619921077599995,1494.259303,1870.4288,21.680669019899998,255.53205,91.026438,1764.596857,16.6105993518,17.547265,439.778334,26.314046286700002,4.082713779290001,221.534223,5385.913714,86.09127,7.3583809038,3.290112,13.6723040465,78.962693,1.4543495738499999,7.80987231131,2.34704227155,45.513219,34.176472550700005,16.226755064200002,25.4025830774,38263.456833,0.6708195734210001,0.12469179644999999,20.0358227972,62605.900487,21.654677125,30.8751255946,3.4832501396800004,336.13979900000004,0.0,27.6166400302,10.2868058123,25.224194,15.902209,22.701470256999997,173.279244,506.677283,88.83303000000001,26.7524411696,6.580224,1136.733774,482.001441,517.644324
16-1,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.5,1.0,1.0,1.5,1.0,0.5,1.0,1.0,1.5,13852.393300999998,0.37860643224600005,38.650068,6133.870256,230.85581200000001,1.5668950000000001,0.0,3709.8842329999998,32.3667595105,58066.50423200001,0.5222979999999999,2028.083975,184829.326,3610.1252729999997,81.8338282056,1.57118003307,858.658268,386.50068,7.05051071273,76.777838,2.089193,0.0,46.6234000657,2.6294313339,2088.14827,2.089193,5.905476321369999,46.484541,8.882271448480001,3278.9882039999998,5185.376695,20.5389288626,733.8289940000001,1601.366332,3758.4579670000003,12.2082600498,21.414227,307.63365,1.21883215918,2.65906639958,879.550197,8721.857919,159.823254,9.35357106995,8.356771,37.7019298444,179.14828799999998,14.7755419804,8.59841067972,0.42867651747100005,122.740081,39.7660453624,11.5489843934,0.995166415311,43951.394927999994,1.1287456688700002,0.352738860053,23.079255185,29105.068120999997,16.878948546700002,23.540322147199998,9.90689417541,1138.6101119999998,0.0,18.0098938022,30.731947637199998,78.86703100000001,41.783857,73.8521557927,486.78193799999997,816.874411,207.35239199999998,7.60706056143,10.445964,204.740901,849.2569,1375.733503
17-1,1.0,1.0,1.5,1.0,1.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,0.5,1.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.5,0.5,1.0,1.0,1.0,1.0,1.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,4178.67765,0.26020501332199997,21.131113,1830.776175,167.874955,0.0,0.0,3012.3575920000003,4.914217509069999,10405.312362,0.0,1119.9490039999998,421457.119395,402.078128,16.5935182369,15.0244239198,132.65643300000002,183.136315,4.07503956084,12.326483,0.0,0.0,19.4016168695,4.26681498983,739.001989,1.173951,0.298458740014,0.0,0.33745207812,2619.671071,537.082462,24.6677200619,381.53399,98.611862,505.385792,11.45658994,12.326483,362.163803,53.5920678576,2.5661258909,241.246877,3416.196646,34.631547,7.1700096885899995,9.391606,23.7467709211,78.067724,0.653711233046,15.161751078499998,0.335380784684,69.85006899999999,28.642486223800002,28.0630622606,67.09727412779999,11654.395946999999,0.18329062599399998,0.0376662244879,13.474610511099998,293546.968889,31.8253773775,15.510350003,16.1915225861,400.904177,0.0,21.6195833883,46.1752191437,8.217655,31.109695000000002,15.3635419482,65.741241,309.922995,110.35136899999999,4.7241427833800005,18.783212,3.5218519999999995,321.662502,321.662502
18-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15830.752491999998,0.139909855004,51.138484000000005,1310.032275,1076.517261,0.0,0.0,3172.934175,2.23454300854,35865.036149,1.043643,868.571488,92870.877938,1586.8584529999998,24.7794190346,11.1459227433,37.571131,359.795759,8.34961334856,12.784621000000001,1.8263740000000002,0.260911,30.015141316799998,2.76978733403,1138.874901,0.782732,1.65625632784,22.699225,1.5089338585299998,2829.8366960000003,4493.663785,22.1133648585,381.973163,56.878517,297.699029,5.16255500871,14.089174,274.21707200000003,30.5122229113,1.50002878505,295.089923,7872.978269,141.152651,4.31558531489,2.609106,0.784670115814,192.812956,0.498187245529,6.24253473997,0.276186535814,205.07575500000002,50.9602294071,29.5621526084,112.351217637,41243.447882,0.454539815648,21.3051522566,7.398703699460001,132562.690302,20.5807936185,46.375426178400005,1.9898671643099999,185.507458,0.0,16.399553646300003,58.891972417299996,58.965802000000004,54.791231999999994,13.6887916468,103.059699,399.454175,839.610408,20.969900825299998,29.221991,2.3481959999999997,402.063281,186.551101
19-1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,5116.722126,0.0889895427138,130.842178,3833.0810659999997,429.201992,1.982457,0.0,10555.593553,32.0966595918,80660.23755800001,0.0,1133.965539,349878.921424,1168.658541,182.084786886,0.568284934378,4477.379667,1922.9835190000001,10.0829116743,94.166719,0.9912290000000001,0.0,32.836140895300005,2.9819377239,801.903952,0.0,2.50883344114,73.35091800000001,3.39386086323,8972.60145,4271.204115,23.7323537936,415.324791,317.193158,2406.7030839999998,11.716703916300002,22.798257999999997,525.3511679999999,7.320155474489999,0.90177084107,797.939037,4415.923493,72.359689,15.2124307667,16.850887,47.5619696645,173.465008,1.61113572014,2.9294866423,2.4242212719599996,939.6847300000001,64.2890396514,7.33828585218,2.7190684173400004,22846.828415,0.987791331715,0.5576098872199999,16.8319832995,31236.587438,10.7048336758,13.6011232293,14.7395873334,592.7547139999999,0.0,19.1594194843,40.9164593264,70.37723199999999,186.35098,17.2541929918,1253.904202,516.43011,374.684418,6.8429849097,159.587807,406.403733,452.99147800000003,577.8862839999999
20-1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,2.0,1.5,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,0.5,1.0,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,2.5,1.0,0.5,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.0,1.0,7151.996809,0.240706560307,90.011026,3110.812109,519.115316,0.775957,3.103828,4136.627427,18.99019225,32971.970101,42.677642,3220.2220629999997,297931.065521,2267.3467149999997,67.9153507988,8.849773091360001,358.492191,600.590814,3.7617639288199998,45.005513,3.103828,0.0,61.169896979899995,3.46703070275,1367.2364519999999,0.775957,0.263575969794,8.535528,22.602344357800003,3807.621606,2982.0032260000003,29.940337616399997,528.426801,121.825268,1102.6350730000001,10.715915839500001,28.710414,266.92925099999997,23.4402738646,4.18226494863,651.028027,14878.20189,45.005513,4.62580907829,6.207657,99.6890100786,195.541195,0.581377004076,7.36862102967,0.319167285084,228.90735099999998,29.025504233400003,21.6423729009,56.7685382662,8163.0689409999995,1.3112847881899998,0.187026825491,6.747231297180001,14244.24492,20.8525286056,25.096111816599997,19.8497563842,770.525424,0.0,18.8236311725,42.9651523823,68.284227,84.579326,20.1300450519,703.7931110000001,746.4707530000001,451.60704599999997,4.523502655340001,39.573813,5.4317,769.749467,768.9735099999999
21-1,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,0.5,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9581.332321,0.325165020251,40.943562,3054.784821,281.038049,0.718308,0.179577,4179.8349,9.551932886669999,7600.23855,1.79577,2148.998292,293522.602732,409.974355,25.6104029731,8.8856465013,142.76373700000002,620.438631,7.7691737501,15.623201000000002,11.49293,0.0,78.0214898752,1.2378653206899999,963.251177,2.334501,0.481356267851,0.897885,2.316580159,3844.9237439999997,7300.165337,50.577670436000005,417.51659,108.644102,1433.74299,7.804501942819999,8.44012,335.449888,12.8219539663,2.71506686338,421.64686100000006,10052.003711,110.978603,5.52549424781,9.338005,19.910781503699997,194.12276699999998,0.437455998995,3.4926477422000004,8.91636920606,234.527598,31.2634461589,28.567476711100003,6.995353786960001,18811.052822,0.83084846532,2.0885279556,10.3358372865,65226.327213,24.5281312465,23.323065480100002,12.7373249216,911.173839,0.0,14.592974348199999,38.8679216602,64.468153,49.742837,32.0294457571,222.675515,1122.1768470000002,247.816298,10.682199456900001,11.133776,864.842966,1138.518357,771.462912
22-1,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.5,1.0,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.5,5655.874696,0.125697942945,108.525166,2242.4726370000003,334.714459,3.427111,0.0,7745.269731,14.466518439100001,39660.80745,0.0,3777.818142,102689.93903200001,669.428918,11.3267344328,0.940181843178,124.518348,1526.206543,18.2530181592,35.413475,6.854221000000001,0.0,22.3442826711,5.01796324094,1045.268703,0.0,2.9812935619,28.559254,2.63985184077,7552.209173,3800.6655450000003,9.13099438076,918.4656140000001,190.775818,1769.5313879999999,32.4518137246,277.59595099999996,359.84660299999996,4.71522260603,1.09415235781,326.717868,8950.470256999999,772.242233,15.5856078313,124.518348,25.4477245044,130.230199,0.522006330224,3.5499291515499998,4.879863009569999,351.850011,14.7395008832,28.9530966839,1.30979389363,28847.131450999997,1.03818951423,0.0308690257277,6.61017114407,18129.414547,18.0175915822,12.553804286400002,19.731967157899998,756.24905,0.0,14.7525514298,22.693652793000002,498.07339299999995,117.66412700000001,34.2055250784,498.07339299999995,949.309609,254.74854700000003,5.912961138119999,57.118508,20.562663,942.4553880000001,1497.647289
23-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32002.512089999997,0.052677340207599996,106.88998799999999,2083.829087,1869.3481920000002,1.401836,0.0,1521.342426,2.1166202419499998,166608.198427,0.350459,2206.489729,67338.239525,1186.303643,23.4019620222,8.96133393798,113.548709,214.13043599999997,5.8086057203,19.275244,3.8550489999999997,0.0,13.065313156099998,1.30074584995,866.3345949999999,0.0,0.318929409119,0.700918,0.525609817909,1403.938668,13799.672741,15.5572395001,991.097991,332.585571,355.365404,8.467995104389999,43.456913,869.138267,15.017219821500001,2.96348221334,367.631469,2561.855134,408.28471,2.91150033184,2.4532130000000003,0.7869868935750001,196.957946,2.15076114153,3.70612554346,2.47533693526,63.783533999999996,38.7475780058,18.8027103981,49.8939294229,91343.277724,0.208914767287,0.38815285240900005,2.55185170397,101824.45439700001,20.554736125399998,22.192462876999997,1.9072785901299998,519.0297469999999,0.0,14.3971308549,3.08858427065,35.396357,103.03494,25.352462522800003,149.295525,2102.0529539999998,1565.850716,17.156970283,12.616522999999999,324.875473,2098.548364,506.763683
24-1,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.5,1.5,1.5,1.0,0.5,1.0,1.0,1.0,1.0,1.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.5,1.5,0.5,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.5,1.0,0.5,7494.865992,0.278366862878,43.270481,1528.425042,835.050485,0.348955,0.0,741.87937,4.9186956177,10896.833054,0.0,584.151489,266684.347078,256.83124,50.591808503900005,70.6831481639,49.551679,197.857762,4.183875462860001,8.374932000000001,25.822706,0.0,54.9353253619,7.662303464319999,405.137323,0.0,0.773629021992,1.395822,0.700302447373,642.0781,2012.4263050000002,18.145429940899998,496.912616,40.827791999999995,799.457025,6.369492136080001,5.583288,274.976925,38.8530744376,1.97709965788,246.362575,5325.758672999999,54.088101,4.90518713072,6.630153999999999,6.25695452404,131.20726399999998,0.731677615901,14.3326504576,11.6778389348,145.51443899999998,36.0203238311,23.1530104846,87.53242070530001,31331.317533999998,0.258876868139,0.0436212183096,11.9227143325,378768.501184,22.8157351969,21.2442466296,8.63463643753,118.295911,0.0,28.483193891,65.588482795,44.317347,49.900635,14.660143653499999,131.905175,470.740955,728.2701059999999,8.18756876862,16.051952,7.677021000000001,453.29318,61.416166000000004
25-1,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,12660.720223,0.618321934287,85.89158,2819.855722,497.76932999999997,1.5068700000000002,0.0,1718.333884,15.1582014431,21827.009336000003,0.0,1972.994884,310680.89419699996,1853.952168,23.153984860300003,12.325231766500002,313.931212,342.561739,11.579521229700001,42.694645,146.668662,0.0,23.201680619,3.06187118942,2102.585688,2.00916,0.7525899392800001,1.00458,1.10287171589,1597.282009,2646.565693,10.5897373923,1217.5508140000002,243.610621,576.126561,7.817652465339999,46.210674,675.077679,23.982329101399998,5.782618024,421.92354900000004,2340.16883,336.53426,4.82001699103,3.51603,53.159604778900004,184.84269799999998,1.33910429844,7.2511399526,0.48316346823399997,99.955698,16.7258824725,20.3722392869,13.713370506199999,15830.672034000001,0.548123638584,0.045853853323,21.9851644242,47199.683356,22.2457359486,14.207316926199999,7.20518515375,642.428833,0.0,23.822520548099998,6.95219324245,55.251893,99.453408,24.0717395816,172.787739,1011.611939,420.41668,6.86478243293,9.041219,14.566408,1016.132548,985.995152
