LINE	CNV_CCND1	CNV_ESR2	CNV_MIR19A	CNV_MIR19B1	CNV_MIR23B	CNV_PIM1	CNV_STAT5B	CCND1	ESR2	MIR19A	MIR19B1	MIR23B	PIM1	STAT5B
1-1	1.0	1.0	0.5	0.5	1.0	1.0	1.0	93.5850532828	0.00678717834915	5.631939	23.909173000000006	96.061745	0.995174870172	7.65485572462
