Line,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2
MFE319,0.512758,0.445001,0.550763,0.554697,0.54514,0.62975,0.571092,0.544564,0.44466,0.76953,0.379577,0.445981,0.560505,1.20791,0.38012,0.117642,0.032345,0.487585,0.468665,0.424081
MG63,0.518004,0.493402,0.60821,0.584635,0.550674,0.820756,0.687832,0.547085,0.484266,0.741128,0.257999,0.44972,0.515171,0.952205,0.280224,0.156591,0.0623023,0.482474,0.471565,0.344662
MHHCALL2,0.59809,0.456511,0.923562,0.929456,0.812784,0.625779,0.569328,0.683363,0.793698,230.229,0.388405,0.270064,0.0169234,1.17348,0.351811,0.142167,1e-06,0.416347,0.296405,0.425297
MHHCALL3,0.635555,0.514672,1.14304,1.16337,0.920637,0.623896,0.576923,0.848287,0.812466,215.459,0.36878,0.106761,0.0341497,1.24145,0.319417,0.147578,1e-06,0.372234,0.164831,0.420147
MHHCALL4,0.679902,0.45382,1.15337,1.15546,1.17007,0.632903,0.546415,0.911513,0.613418,0.617038,0.388908,0.143101,0.00876242,1.32792,0.427031,0.1361,0.00442888,0.370168,0.146335,0.403894
MHHES1,0.577408,0.426501,0.954388,0.919567,0.773019,0.651053,0.568175,0.742096,0.780499,0.479618,0.368148,0.214263,0.032806,1.28037,0.349605,0.10716,0.525708,0.430202,0.321408,0.429579
MHHNB11,0.591641,0.28501,0.854852,0.732952,0.831913,0.621327,0.581164,0.877869,0.774032,0.786343,0.393938,0.140207,0.0145991,1.22616,0.371531,0.107394,0.0112326,0.40951,0.25581,0.422494
MIAPACA2,0.519004,0.608767,0.550526,0.550277,0.569015,0.619488,0.566675,0.418723,0.801839,290.642,0.385487,0.571555,0.00575532,1.22631,0.382387,0.128944,1e-06,0.48463,0.461705,0.430053
MINO,0.391261,4.55184e-05,0.192632,0.203274,0.010139,0.505377,0.564104,0.696741,422.747,0.780441,0.49611,0.229837,1e-06,1.45331,0.606183,0.106311,0.0183116,0.576696,0.711249,0.428795
MJ,0.519756,0.272042,0.505974,0.506986,0.55673,0.627515,0.572124,0.628008,0.777268,0.778848,0.389263,0.378963,0.0273557,1.15515,0.497761,0.0826556,0.022035,0.47839,0.434346,0.420508
MKN1,0.586878,0.427074,0.827915,0.884388,0.740393,0.511725,0.559389,0.57825,0.435824,0.774295,0.486952,0.408756,0.570546,1.07134,0.303704,0.14387,0.0976933,0.422864,0.311434,0.405076
MKN45,0.564759,0.410828,0.582531,0.914051,0.701316,0.833198,0.567605,0.639105,0.61579,0.787209,0.250196,0.350947,0.364136,1.13416,0.352246,0.125894,0.00373,0.433815,0.371331,0.429903
MKN7,0.518686,0.516003,0.661907,0.547776,0.552297,0.799746,0.567994,0.485796,0.60517,0.768157,0.255794,0.471983,0.377966,1.11654,0.36022,0.141057,0.0219456,0.482088,0.462294,0.43148
MKN74,0.528676,0.550033,0.00138817,0.222192,0.656669,0.645588,0.536918,0.614659,0.432285,1.38693,0.429764,0.377892,0.529794,1.03555,0.312454,0.110388,0.122274,0.43072,0.388778,0.261937
ML1,0.565015,0.653141,0.794531,0.794671,0.773061,0.604744,0.575114,0.450193,0.64699,0.625686,0.399339,0.479009,0.28458,1.58409,0.321526,0.0938902,0.323988,0.447803,0.371866,0.444312
MM1S,0.462496,0.196907,0.400379,0.858622,0.000118313,0.640112,0.862967,2.01893,0.424297,0.616428,0.566379,0.110065,0.601208,0.938019,0.46787,0.0821663,0.436499,0.446346,0.432526,0.421181
MOLM13,0.58313,0.510545,0.899225,0.90499,0.739494,0.674858,0.575474,0.732241,0.767695,0.772161,0.354372,0.259602,0.0322678,1.22446,0.344607,0.134738,0.01103,0.428527,0.317948,0.431297
MOLM16,0.573456,0.380877,0.787619,0.907541,0.751568,0.514305,0.565568,0.675185,0.796301,0.795586,0.485353,0.315377,0.0169789,1.03881,0.397258,0.16891,0.0113091,0.432729,0.294958,0.428864
MOLM6,0.547857,0.480462,0.756345,0.755384,0.63943,0.614701,0.580154,0.714795,211.637,0.810565,0.395519,0.292348,1e-06,1.05787,0.386911,0.142129,0.00581795,0.452568,0.380256,0.4234
MOLP2,0.44658,1e-06,0.295812,0.245536,0.257061,0.536509,0.572289,0.691891,0.823217,0.545262,0.474307,0.252948,0.0117593,1.15069,0.4658,0.0951345,0.458211,0.559882,0.672775,0.443276
MOLP8,0.536356,0.332793,0.519356,0.46275,0.58866,0.78355,0.504185,0.901009,0.814003,0.6968,0.456676,0.276009,0.238081,1.18898,0.423623,0.104224,0.343348,0.430236,0.293954,0.37744
MOLT16,0.622977,0.325747,0.977576,0.997526,0.942775,0.632036,0.586192,0.906961,0.787666,343.288,0.385887,0.0736324,0.0167947,1.20749,0.343008,0.118012,1e-06,0.387036,0.262436,0.424523
MONOMAC1,0.602804,0.496671,1.14254,1.11935,0.839127,0.607603,0.701476,0.760673,0.637516,0.819762,0.400599,0.274453,0.349872,1.21995,0.301854,0.142596,0.11272,0.409781,0.322072,0.345098
MONOMAC6,0.584196,0.54844,0.967839,1.01163,0.766497,0.646374,0.571925,0.627456,0.628739,0.784914,0.364842,0.35579,0.329972,1.18563,0.348328,0.128099,0.0167361,0.424384,0.302734,0.424077
MORCPR,0.502192,0.349687,0.501496,0.38818,0.511361,0.696311,0.596524,0.61824,0.405939,0.714079,0.426329,0.380539,0.609018,1.08993,0.40179,0.0974839,0.184238,0.485534,0.462671,0.443438
MPP89,0.528191,0.559671,0.679613,0.595404,0.59872,0.611399,0.578101,0.573526,0.703014,0.692622,0.393052,0.408903,0.227211,1.30524,0.387204,0.122991,0.215728,0.47298,0.432468,0.43137
MSTO211H,0.560004,0.654699,0.469722,0.467205,0.697479,0.642783,0.530138,0.481008,0.789883,0.788226,0.406331,0.497454,0.016842,1.17938,0.337374,0.165072,0.0223003,0.419977,0.302742,0.399321
MUTZ5,0.68181,0.358362,1.30083,1.35073,1.14824,0.661599,0.51221,0.986164,0.725945,291.379,0.403832,0.065881,0.0103698,1.30564,0.353353,0.130655,1e-06,0.370068,0.121749,0.371806
MV411,0.517572,0.456278,0.591084,0.599781,0.555231,0.641354,0.57614,0.667247,0.7058,0.395424,0.383985,0.302561,0.171307,1.20076,0.383964,0.136866,0.619997,0.483545,0.4572,0.433348
NALM1,0.622246,0.470925,1.09635,1.10609,0.92845,0.608291,0.579858,0.766028,0.819149,0.825756,0.400882,0.207058,0.0344306,1.16047,0.333986,0.145338,0.00592698,0.393348,0.234742,0.416017
NALM19,0.643988,0.410845,1.1176,1.12168,0.974281,0.578987,0.568239,0.868466,0.794184,0.795519,0.394747,0.106857,0.0224689,1.09262,0.331345,0.149382,0.0169622,0.383082,0.236017,0.430429
NALM6,0.58205,0.464981,0.612184,0.866447,0.573752,0.653594,0.440528,1.12195,0.696565,316.852,0.406615,0.120986,0.398451,1.12438,0.309903,0.127362,1e-06,0.361903,0.162862,0.325718
NAMALWA,0.584822,0.0461272,0.648313,0.707082,0.719419,0.511726,0.571511,0.758873,0.794206,0.806982,0.488418,0.134454,0.0113449,1.12196,0.280933,0.132832,0.00768493,0.409094,0.20635,0.422205
NB1,0.595463,0.510654,0.96675,0.969286,0.800093,0.648443,0.401407,0.689437,0.789998,0.795327,0.366605,0.245934,0.0223504,1.37942,0.363369,0.119947,0.00570858,0.419857,0.194457,0.599946
NB4,0.676062,0.547882,1.23022,1.52704,0.999313,0.501082,0.591213,0.606205,0.729879,0.829167,0.493986,0.378539,0.227332,1.05195,0.290041,0.166159,0.00396764,0.378905,0.210008,0.434682
NCCSTCK140,0.467777,0.398003,0.330624,0.363137,0.395486,0.814327,0.6769,0.582881,0.358591,0.185636,0.245689,0.404881,0.660233,1.08945,0.432323,0.0847482,0.722207,0.532922,0.571268,0.343551
NCIH1048,0.551511,0.384873,0.780382,0.749044,0.681579,0.61623,0.561424,0.732407,0.355148,0.466166,0.392374,0.217782,0.674803,1.15707,0.378527,0.12633,0.536461,0.452038,0.37963,0.436503
NCIH1092,0.743332,2.81799e-06,0.690363,0.913827,0.699155,0.549771,0.581888,0.968522,0.896607,0.601579,0.525397,0.088782,0.0437592,1.25197,0.416314,0.116761,0.444613,0.441158,0.311392,0.436104
NCIH1105,0.612574,0.46093,1.02982,0.63697,0.710103,0.777444,0.714445,1.17933,0.993453,0.526685,0.481922,0.0465068,0.0141911,1.16378,0.262232,0.135786,0.437129,0.35414,0.180782,0.358607
NCIH1155,0.573339,0.403281,0.770938,0.87472,0.661691,0.664429,0.553304,0.915627,0.437813,0.824312,0.428294,0.10782,0.597397,1.23212,0.338775,0.133868,0.0175761,0.402554,0.255783,0.408871
NCIH1184,0.621129,0.428386,1.15815,1.1644,0.925266,0.62787,0.575295,0.894598,0.810531,0.520642,0.380713,0.101124,0.0285264,1.06451,0.335795,0.108789,0.482114,0.397674,0.244016,0.424931
NCIH1299,0.480757,0.523479,0.372876,0.41343,0.475692,0.616596,0.71229,0.471663,0.736864,0.629176,0.393812,0.479027,0.105696,1.26447,0.395448,0.129291,0.332389,0.516367,0.526341,0.368993
NCIH1341,0.555439,0.280311,0.693124,0.72462,0.67278,0.520749,0.57134,0.755977,0.32886,0.744297,0.478668,0.254537,0.691904,1.03314,0.457539,0.086594,0.172675,0.448263,0.344277,0.422813
NCIH1355,0.49424,0.480434,0.358212,0.498134,0.484007,0.627483,0.549646,0.62182,0.28845,0.823969,0.391271,0.37562,0.781537,1.36478,0.408545,0.104405,0.00591416,0.495563,0.493523,0.403885
NCIH1373,0.540883,0.683251,0.670657,0.728924,0.644427,0.609785,0.761363,0.481675,0.60549,0.686529,0.395122,0.506774,0.394934,1.15873,0.342415,0.159385,0.255777,0.460728,0.423049,0.383665
NCIH1395,0.428794,0.565356,0.147331,0.443204,1.27995,0.476665,0.228022,0.528709,0.739506,0.614264,0.116443,0.475597,0.367976,0.825042,0.503449,0.55807,0.501307,0.549541,0.496594,0.497853
NCIH1435,0.573354,0.381735,0.430935,0.546449,1.01974,0.369706,0.720732,0.864754,0.38588,0.620366,0.065777,0.0062069,0.39537,0.467085,0.545023,0.648346,0.673155,0.716777,0.453026,0.308079
NCIH1436,0.315914,0.64976,0.0705101,0.398241,1.25551,0.287064,0.0123295,0.598591,0.863136,0.61602,0.128574,0.397371,0.393811,0.911627,0.635463,1.08526,1.00758,0.908872,0.385057,0.260979
NCIH1437,0.317719,0.646936,0.364206,0.372561,1.3186,0.253778,0.796805,0.535189,0.304439,0.622205,0.088633,0.452645,0.391075,0.639475,0.600899,0.682591,0.734452,0.751507,0.407695,0.340409
NCIH146,0.319165,0.643342,0.0698602,0.257981,0.922754,0.424623,0.0104935,0.308302,0.738212,0.609287,0.120963,0.712268,0.402124,0.763366,0.525721,0.62252,0.587871,0.599818,0.474988,0.447934
NCIH1563,0.419787,0.580253,0.269076,0.511695,1.12864,0.287379,0.607202,0.600762,0.37217,0.777357,0.141554,0.285413,0.247041,0.666385,0.576332,0.986496,0.863707,0.68438,0.424262,0.358833
NCIH1568,0.423198,0.58043,0.238494,0.398783,1.16248,0.345612,0.664936,0.214528,0.352356,0.836427,0.0996259,0.703857,0.247247,0.789001,0.531561,0.778502,0.603785,0.612143,0.469064,0.435359
NCIH1573,0.427334,0.57731,0.358893,0.347617,1.04404,0.191787,0.712375,0.700312,0.252391,0.790074,0.117831,0.237679,0.252769,0.644603,0.559694,0.604987,0.64173,0.745505,0.43814,0.377705
NCIH1581,0.417377,0.567983,0.274049,0.350607,0.695346,0.295628,0.0790227,0.3655,0.374309,0.624338,0.0457785,0.626885,0.379286,0.487394,0.543864,0.79584,0.754406,0.454794,0.468249,0.476214
NCIH1623,0.428173,0.569113,0.377318,0.372951,2.0125,0.444758,0.85771,0.437005,0.328701,0.615706,0.227073,0.489848,0.34459,0.4957,0.516196,0.673588,0.364981,0.635407,0.480133,0.386194
NCIH1648,0.300487,0.60003,0.381097,0.60992,0.803461,0.358468,0.43042,0.971597,0.337965,0.649548,0.118788,0.0183255,0.383793,0.412985,0.56266,0.653931,0.719374,0.779479,0.433131,0.400059
NCIH1650,0.424806,0.58118,0.317857,0.479975,1.30026,0.41605,0.585878,0.788523,0.42725,0.635805,0.108412,0.0277518,0.384087,0.621709,0.514551,0.591962,0.544366,0.556071,0.485775,0.463842
NCIH1651,0.32702,0.640958,0.470485,0.462189,1.42252,0.287267,0.505174,0.694958,0.494146,0.508127,0.101838,0.265021,0.492152,0.501961,0.603023,0.683096,0.691865,0.649129,0.406005,0.338251
NCIH1666,0.423359,0.570368,0.381019,0.498664,1.16156,0.389101,0.544947,0.745385,0.456848,0.639206,0.132345,0.141069,0.3708,0.593595,0.546572,0.770094,0.64401,0.686434,0.454262,0.391274
NCIH1693,0.423946,0.56901,0.357654,0.394873,1.32485,0.356747,0.521726,0.804095,0.507372,0.628099,0.0888201,0.0337978,0.376065,0.595183,0.566963,0.753799,0.780362,0.708353,0.42748,0.337373
NCIH1694,0.426077,0.567232,0.0577656,0.327558,1.12608,0.380792,1e-06,0.591945,237.159,0.549566,0.14332,0.39463,0.45222,0.709564,0.570908,0.73617,0.788195,0.721443,0.426076,0.293999
NCIH1703,0.42369,0.570002,0.430791,0.497935,1.10875,0.398003,0.618858,0.803405,0.394079,0.639024,0.106281,0.0114763,0.368349,0.559961,0.527121,0.629134,0.631072,0.587713,0.47383,0.434641
NCIH1734,0.267962,0.711231,0.28393,0.520775,0.90311,0.391518,0.00610951,0.700106,0.427699,0.493138,0.116089,0.266985,0.490838,0.49662,0.555002,0.619957,0.658494,0.747672,0.435929,0.377534
NCIH1781,0.426407,0.567692,0.186479,0.433762,0.96569,0.423642,0.553245,0.623414,0.453416,0.514699,0.0858531,0.34494,0.483305,0.645837,0.559129,0.779516,0.708312,0.750459,0.445537,0.33501
NCIH1792,0.424476,0.569855,0.472225,0.561489,1.09009,0.399523,0.0216695,0.604292,0.665998,0.527064,0.136816,0.292916,0.478479,0.459967,0.527484,0.593409,0.592307,0.65025,0.472334,0.419202
NCIH1793,0.421609,0.5726,0.364742,0.497372,1.17357,0.376211,0.493269,179.799,0.498727,0.633677,0.114284,1e-06,0.377404,0.616414,0.555332,0.781442,0.70098,0.69053,0.448464,0.370705
NCIH1836,0.322065,0.644227,0.0748091,0.395217,1.2013,0.288918,0.0293097,214.674,0.791932,0.620021,0.13653,1e-06,0.39268,0.857506,0.63501,0.995969,0.851185,0.932729,0.356127,0.247872
NCIH1869,0.425142,0.567647,0.495837,0.625415,0.994699,0.402124,1.0493,0.716087,0.26018,0.510657,0.101365,0.186758,0.489962,0.734404,0.535864,0.603622,0.647524,0.634789,0.46453,0.393375
NCIH1876,0.318118,0.645924,0.052053,0.313217,1.25204,0.399483,0.613142,0.478695,0.401879,0.606132,0.119188,0.523181,0.404194,0.858697,0.52199,0.60928,0.605565,0.579329,0.478821,0.457017
NCIH1915,0.428624,0.565816,0.42316,0.604602,1.12395,0.345113,0.011124,0.77921,0.778743,0.628056,0.166929,0.0327519,0.380774,0.560641,0.593074,0.967785,0.966586,0.72533,0.416419,0.278437
NCIH1944,0.444728,0.551666,0.385274,0.546474,1.46112,0.400047,0.282789,0.675251,0.637253,0.632458,0.087648,0.266985,0.382141,0.574556,0.521171,0.61471,0.614079,0.573028,0.479335,0.446811
NCIH196,0.315597,0.651671,0.381307,0.558259,1.16819,0.328704,0.029253,0.600976,0.7904,0.629372,0.147124,0.381329,0.380827,0.611982,0.578315,0.936269,0.806525,0.769005,0.429145,0.356925
NCIH1963,0.423148,0.569454,0.0578652,0.364202,1.26686,0.323034,0.0484785,0.732502,0.779847,0.639049,0.11253,0.170185,0.380208,0.913607,0.592273,0.83188,0.815152,0.768114,0.401649,0.280684
NCIH1975,0.421593,0.571826,0.451775,0.538139,1.01455,0.31547,0.512021,0.821174,0.486054,0.510383,0.189306,0.0154883,0.485914,0.516452,0.637225,0.902266,0.906224,0.942484,0.384479,0.201807
NCIH2009,0.424083,0.568797,0.455113,0.608305,1.33024,0.395955,0.33848,0.718399,0.667379,0.50658,0.148653,0.159343,0.491943,0.476894,0.521582,0.621233,0.616014,0.578487,0.478718,0.436063
NCIH2023,0.427651,0.569816,0.371088,0.454701,1.24117,0.426495,0.599538,0.561644,0.386677,0.629054,0.118896,0.427144,0.381422,0.529919,0.504553,0.540871,0.527084,0.512413,0.495728,0.486032
NCIH2029,0.420701,0.571887,0.0356839,0.356504,1.234,0.346718,0.0775061,0.456084,0.768781,0.612315,0.126734,0.549287,0.399412,0.873885,0.58473,0.899523,0.835815,0.748339,0.414735,0.298636
NCIH2030,0.428169,0.568291,0.414753,0.575755,1.17403,0.377413,0.574063,0.784515,0.429478,0.646626,0.11599,0.0167276,0.36423,0.577944,0.554146,0.818623,0.669951,0.697498,0.449646,0.372422
NCIH2052,0.434995,0.568913,0.409736,0.496465,1.107,0.363663,0.480898,0.652248,0.518115,0.845254,0.118468,0.343128,0.242431,0.54834,0.520774,0.80233,0.604608,0.549969,0.47971,0.453312
NCIH2073,0.427442,0.566869,0.456235,0.740937,0.904609,0.339204,0.4101,0.788533,0.566978,0.502174,0.119203,0.0112088,0.496721,0.770259,0.567202,0.661662,0.695283,0.832724,0.430959,0.300796
NCIH2081,0.321354,0.643167,0.0281312,0.441666,0.969078,0.345543,0.0146642,0.446252,0.687745,0.517478,0.0871733,0.553231,0.480222,0.658567,0.5778,0.783545,0.862895,0.779295,0.427876,0.3363
NCIH2085,0.425752,0.547938,0.413933,0.610211,1.46039,0.432514,0.492692,0.780596,0.435909,0.521716,0.0838306,0.03235,0.47664,0.455923,0.531527,0.625715,0.591812,0.637237,0.470051,0.412304
NCIH2087,0.424291,0.568923,0.394455,0.429455,1.39839,0.274061,0.595043,0.475925,0.412706,0.607582,0.0986108,0.520155,0.404133,0.533254,0.589923,0.847729,0.846708,0.728481,0.413719,0.302065
NCIH209,0.424843,0.567205,0.0383321,0.330091,1.16024,0.387656,0.0275196,0.467881,0.781926,0.504419,0.109618,0.532892,0.494245,0.758672,0.584577,0.819877,0.899551,0.770833,0.421484,0.267735
NCIH211,0.601192,0.407461,0.133418,0.448515,0.908511,0.418936,0.341576,0.790384,0.668786,0.629838,0.119879,0.0543403,0.386828,0.984098,0.575041,0.793559,0.893893,0.774854,0.429071,0.223537
NCIH2110,0.408176,0.548959,0.295273,0.550855,1.06721,0.372903,0.615324,0.471285,0.2439,0.6334,0.0987886,0.477183,0.373801,0.544773,0.553696,0.636219,0.748253,0.681225,0.441437,0.364923
NCIH2122,0.432039,0.564091,0.382035,0.565563,1.09226,0.365081,0.54276,0.555911,0.456386,0.622356,0.170225,0.437867,0.38558,0.598404,0.571499,0.86614,0.865808,0.740738,0.434114,0.333276
NCIH2126,0.431354,0.564766,0.251973,0.253335,1.10343,0.374232,0.671918,0.57552,0.342619,0.542106,0.109507,0.419337,0.459307,0.776108,0.581576,0.895201,0.851459,0.784412,0.425206,0.277897
NCIH2170,0.597027,0.396745,0.490036,0.430132,1.04459,0.481375,0.510182,0.588995,0.492769,0.516989,0.0515189,0.397577,0.481249,0.640635,0.489542,0.441029,0.439739,0.47759,0.510066,0.544323
NCIH2171,0.424115,0.569215,0.0482864,0.42612,1.31184,0.342444,0.174243,0.446504,0.781329,0.64273,0.112122,0.554301,0.367767,0.949488,0.609106,1.07671,0.794938,0.837405,0.395158,0.233163
NCIH2172,0.60386,0.405972,0.321395,0.425163,1.02448,0.451297,0.495704,0.795142,0.504317,0.628183,0.139156,0.0279848,0.384901,0.707763,0.497848,0.4943,0.493197,0.494325,0.502189,0.508362
NCIH2196,0.209418,0.716726,0.0823505,0.39102,1.08456,0.231498,0.16267,0.886782,0.835133,0.633618,0.152752,0.0189081,0.383705,0.981798,0.683562,1.05953,1.09348,1.03857,0.355625,0.269296
NCIH2227,0.427053,0.565447,0.070157,0.369828,1.1922,0.368182,0.0535959,0.77006,0.779557,0.507975,0.106715,0.0612934,0.490288,0.828971,0.627406,0.839166,0.982893,0.853669,0.388268,0.159463
NCIH2228,0.428836,0.573954,0.421815,0.55827,1.43481,0.4124,0.595093,0.371574,0.421625,0.509276,0.120961,0.623528,0.488063,0.481921,0.503783,0.491917,0.50208,0.506552,0.494654,0.481412
NCIH226,0.42472,0.56392,0.428419,0.647333,1.34323,0.241288,0.473051,0.667327,0.470515,0.613249,0.0959407,0.229247,0.390568,0.50481,0.625754,0.849479,0.867239,0.865545,0.384625,0.236604
NCIH2286,0.426279,0.580583,0.431039,0.588053,1.3524,0.353343,0.508204,107.73,0.465667,0.611678,0.137183,1e-06,0.394328,0.532298,0.543885,0.688578,0.709396,0.63606,0.458105,0.395923
NCIH2291,0.316644,0.635989,0.610506,0.657262,0.994764,0.363116,0.675761,0.565301,0.403379,0.508018,0.0914349,0.434248,0.491469,0.4763,0.549995,0.655007,0.679616,0.695303,0.45251,0.388037
NCIH23,0.3192,0.63385,0.47218,0.608144,0.959328,0.386537,0.728477,0.753227,0.405908,0.514216,0.113056,0.0367615,0.485471,0.67609,0.543494,0.68709,0.63902,0.649415,0.458245,0.398373
NCIH2342,0.284179,0.733475,0.246551,0.267435,1.19631,0.458747,0.721246,0.745228,0.26263,0.642226,0.0684338,0.246284,0.373597,1.09618,0.48503,0.452569,0.482247,0.394894,0.514155,0.53629
NCIH2347,0.329918,0.682271,0.442222,0.659836,1.20991,0.327052,0.632065,0.805139,0.386345,0.626793,0.14067,0.005779,0.384418,0.511322,0.549664,0.787464,0.759408,0.662885,0.453018,0.408325
NCIH2405,0.434132,0.568384,0.48123,0.480557,1.32021,0.370926,0.438643,0.57579,0.55851,0.638071,0.0877006,0.480504,0.378391,0.44162,0.528639,0.620803,0.580361,0.661163,0.470627,0.430516
NCIH2444,0.310182,0.63872,0.446855,0.613752,1.16667,0.422905,0.413921,0.729475,0.591827,0.431381,0.127047,0.163275,0.567624,0.49829,0.518446,0.577203,0.551771,0.6332,0.48124,0.445408
NCIH2452,0.518765,0.740533,0.115645,0.387689,0.268642,0.247755,0.584857,0.439368,0.622098,0.390293,0.623886,0.745279,1.18984,0.166778,0.123456,0.426611,0.636781,0.950774,0.950337,0.855539
NCIH28,0.540122,0.783065,0.104027,0.501267,0.415563,0.502872,0.565778,0.45522,0.438911,0.381076,0.635851,0.75654,1.2166,0.117658,0.0275597,0.428151,0.498615,0.481402,0.481675,0.498569
NCIH292,0.626416,0.7758,0.599787,0.43963,0.36982,0.345563,0.570155,0.397501,0.503339,0.401218,0.604448,0.40615,1.12266,0.16354,0.0584021,0.424153,0.565054,0.892764,0.778038,0.68469
NCIH322,0.56693,0.822705,0.557091,0.466056,0.291826,0.448188,0.685943,0.422992,0.521263,0.249519,0.795498,0.444397,0.996927,0.151244,0.0465515,0.339913,0.533076,0.591306,0.58441,0.5946
NCIH3255,0.571997,0.608418,0.597051,0.465371,0.381686,0.412568,0.944626,0.419956,0.467503,0.541214,0.457484,0.364529,1.10276,0.129064,0.192113,0.347724,0.546326,0.662657,0.675007,0.708695
NCIH358,0.536253,0.816669,0.666062,0.461055,0.34437,0.404429,0.595912,0.468403,0.56644,0.391332,0.603053,0.404198,1.32257,0.0781538,0.312594,0.445854,0.534679,0.648301,0.647146,0.628469
NCIH441,0.590997,0.723887,0.699127,0.387771,0.28106,0.210077,0.571259,0.408968,0.451741,0.480181,0.516147,0.377184,1.37756,0.113839,0.186762,0.446379,0.594788,0.806179,0.860381,0.730792
NCIH446,0.802605,0.381004,0.0507614,0.420358,0.314575,0.335744,0.697415,0.142923,0.387698,0.383294,0.630113,0.816571,1.15603,0.127844,0.631732,0.352811,0.593796,0.952146,0.909339,0.788418
NCIH460,0.604557,0.802401,0.523652,0.445393,0.368819,0.353341,0.568452,0.392814,0.520329,0.34838,0.659746,0.473011,1.16516,0.118664,0.00575935,0.428808,0.559216,0.79923,0.798633,0.688027
NCIH508,0.687232,0.719541,0.0183676,0.429661,0.383767,0.335614,0.661616,0.371131,0.349668,0.481578,0.518558,0.782829,1.09836,0.117596,0.187658,0.323088,0.564663,0.737296,0.720476,0.744875
NCIH510,0.759016,0.326923,0.0194116,0.527743,0.243762,0.550122,0.573523,0.244213,0.00777204,0.213851,0.748841,0.686123,1.17162,0.125216,0.732909,0.41758,0.478987,0.345588,0.400936,0.431567
NCIH520,0.8224,0.789789,0.123214,0.348822,0.448507,0.332742,0.652774,0.126127,0.149717,0.198307,0.679375,0.75361,0.542732,0.0533672,0.038546,0.317145,0.653452,0.793184,1.03303,0.880093
NCIH522,0.702785,0.87615,0.057868,0.457627,0.473192,0.42663,0.766064,0.296232,0.0877382,0.498001,0.50203,0.707871,0.951544,0.0950411,0.0938027,0.371095,0.542247,0.57561,0.558022,0.61251
NCIH524,1.06216,0.551221,0.296585,0.484077,0.205361,0.552534,0.718286,0.13328,1e-06,0.387206,0.606543,0.640573,1.00873,0.207329,0.456233,0.357012,0.489756,0.381762,0.437954,0.437636
NCIH526,0.81905,0.813678,0.633041,0.434117,0.430693,0.286718,0.594507,0.0500221,0.14082,0.492386,0.507444,0.418158,1.42932,0.0791943,0.0647652,0.442856,0.52994,0.594258,0.628959,0.586583
NCIH596,0.593571,0.702898,0.626361,0.481886,0.255082,0.474286,0.69752,0.405724,0.516651,0.247056,0.792451,0.388771,1.22875,0.124318,0.096651,0.343208,0.517899,0.676122,0.56894,0.559738
NCIH647,0.605195,0.697143,0.1743,0.441417,0.372212,0.341605,0.577933,0.396311,0.513483,0.392493,0.608947,0.675561,1.01843,0.184117,0.260892,0.423799,0.56071,0.820656,0.816726,0.653571
NCIH650,0.633168,0.747327,0.426502,0.42033,0.2989,0.360823,0.685458,0.383065,0.571508,0.356262,0.661483,0.562662,1.19195,0.129458,0.328714,0.348473,0.587498,0.834168,0.87665,0.720075
NCIH660,0.813777,0.272743,0.566088,0.419994,0.181321,0.367073,0.731497,0.108808,0.160972,0.250828,0.841769,0.438843,1.10357,0.148595,0.803699,0.371776,0.592261,0.969008,0.790215,0.767805
NCIH661,0.845542,0.271045,0.443463,0.493605,0.396847,0.598711,0.458097,0.459673,0.723625,0.423158,0.626833,0.252852,0.72082,0.0807889,0.603285,0.345549,0.53923,0.765296,0.559573,0.575651
NCIH69,0.902359,0.325041,0.321553,0.44809,0.394129,0.29927,0.409584,0.0511174,0.322293,0.377666,0.643854,0.599853,1.25033,0.106945,0.711711,0.599145,0.548923,0.712851,0.821303,0.636662
NCIH716,0.604536,0.440252,0.0276264,0.510598,0.446828,0.533395,0.567693,0.398419,0.297668,0.499624,0.500447,0.730727,1.12017,0.113355,0.565137,0.425369,0.488933,0.444823,0.46542,0.454137
NCIH727,0.4154,0.587086,0.335943,1.02112,0.99982,0.720206,0.380379,0.522414,0.199607,0.477301,0.623433,0.885551,0.292354,0.57132,0.385204,0.422228,0.308299,0.619246,0.566835,0.427197
NCIH747,0.0709411,0.532766,0.621639,0.651266,0.59546,0.614264,0.456531,0.566186,0.151823,0.436707,0.615375,1.21849,0.34239,0.726775,0.397239,0.467606,0.435716,0.526551,0.632707,0.312627
NCIH810,0.373926,1.33757e-06,0.0286363,4.48465e-05,0.0506851,0.877117,0.934649,0.395766,0.256098,1.45305,0.282334,0.0133511,0.575863,0.626355,0.154517,0.392318,0.613618,0.684339,0.63234,0.320517
NCIH82,0.586523,0.249162,1.00006,0.853365,0.747562,0.781506,0.607508,0.835941,1.02623,0.394861,0.0166634,0.150125,0.574913,0.404823,0.418013,0.578097,0.0534776,0.412903,0.420036,0.274107
