,CNV_MIR335,CNV_JUND,CNV_FOXP2,CNV_TFAP2C,CNV_FOSL1,CNV_MIR16-2,CNV_PLAUR,MIR335,JUND,FOXP2,TFAP2C,FOSL1,MIR16-2,PLAUR,T0_MIR335,T0_JUND,T0_FOXP2,T0_TFAP2C,T0_FOSL1,T0_MIR16-2,T0_PLAUR
TOLEDO,1.25492400422948,2,3,3,3,0.893537386841229,2,6.846117,4.25096157353322,1.48542682717024,0.765534746362977,0.432959407276106,7.7756433,1.94485844580754,6.846117,4.25096157353322,1.48542682717024,0.765534746362977,0.432959407276106,7.7756433,1.94485844580754
NUDUL1,1.02235766372068,2,2,2,2,1.02299564259487,2,6.711082,5.51696065989882,0,0.0840642647884745,1.61823865559545,6.2738886,1.20163386116965,6.711082,5.51696065989882,0,0.0840642647884745,1.61823865559545,6.2738886,1.20163386116965
BT549,1.02306655370698,1,1,2,1,0.973464315613742,1,5.981168,5.64731450954714,0.356143810225275,3.16027483140859,6.93262815702213,6.1091514,5.99638874644762,5.981168,5.64731450954714,0.356143810225275,3.16027483140859,6.93262815702213,6.1091514,5.99638874644762
SNU466,2.09652495103386,2,4,2,2,1.32850163189817,2,5.87578,5.90038381666693,0,3.3305584000308,5.84071499114108,6.0520244,5.1606782132205,5.87578,5.90038381666693,0,3.3305584000308,5.84071499114108,6.0520244,5.1606782132205
NCIH209,1.4689649773758,2,3,2,2,1.01234427438784,2,6.154413,6.27444804392521,3.41683974191283,0.070389327891398,0.31034012061215,7.407778,4.10181813422741,6.154413,6.27444804392521,3.41683974191283,0.070389327891398,0.31034012061215,7.407778,4.10181813422741
OV90,1.58337173174254,1,1,2,2,1.01860873915136,3,7.543805,4.78031009904338,0.31034012061215,0.0976107966264223,3.13914201914569,6.2445064,7.0503928599799,7.543805,4.78031009904338,0.31034012061215,0.0976107966264223,3.13914201914569,6.2445064,7.0503928599799
NCIH841,1.52911827361432,2,4,3,3,0.812871944021247,3,6.027906,5.20437551131909,0.978195629681652,0.84799690655495,2.45154083301783,6.1820965,1.11769504266975,6.027906,5.20437551131909,0.978195629681652,0.84799690655495,2.45154083301783,6.1820965,1.11769504266975
KLE,1.16942553601172,2,3,4,2,1.17007418304877,1,5.9425144,5.33521168170579,0.16349873228288,1.43295940727611,1.98550043030488,6.061992,4.22265002245148,5.9425144,5.33521168170579,0.16349873228288,1.43295940727611,1.98550043030488,6.061992,4.22265002245148
NB4,1.40483432452692,2,2,2,2,0.864896857011367,1,6.0130157,4.57893871309339,0.0143552929770701,0.622930350920177,4.3819754785573,5.8819094,4.67129337248158,6.0130157,4.57893871309339,0.0143552929770701,0.622930350920177,4.3819754785573,5.8819094,4.67129337248158
EM2,0.86160587961088,2,2,2,2,1.15668818390529,2,6.70044,5.96901230751632,2.19219416528334,0.0426443374084937,3.10433665981474,7.374431,4.43629511983936,6.70044,5.96901230751632,2.19219416528334,0.0426443374084937,3.10433665981474,7.374431,4.43629511983936
OUMS23,1.0966475997727,2,2,5,3,1.51929286885141,3,6.2883587,5.40394936423287,0.0285691521967709,6.29038753976388,2.53106949272595,6.187451,3.97544676564096,6.2883587,5.40394936423287,0.0285691521967709,6.29038753976388,2.53106949272595,6.187451,3.97544676564096
NCIH889,1.41117802461169,4,4,4,3,1.10680418183404,4,5.91934,6.30359811699249,0.356143810225275,0.0426443374084937,0.545968369105293,7.867464,3.09929520433778,5.91934,6.30359811699249,0.356143810225275,0.0426443374084937,0.545968369105293,7.867464,3.09929520433778
NCIH2029,1.17259109041577,2,2,2,2,1.13437685319907,2,6.752481,6.2293956531274,2.40871186102943,0.20163386116965,0.263034405833794,6.354558,4.05050169744673,6.752481,6.2293956531274,2.40871186102943,0.20163386116965,0.263034405833794,6.354558,4.05050169744673
LAMA84,0.680845802622395,3,2,3,4,0.979013052826251,3,6.20418,6.99310822155539,0.37851162325373,0.0143552929770701,4.50462039240355,5.90665,4.97956810009519,6.20418,6.99310822155539,0.37851162325373,0.0143552929770701,4.50462039240355,5.90665,4.97956810009519
SNU1077,1.03490619052717,3,4,5,6,0.903001318910778,7,6.0318804,4.62585493136806,0.298658315564515,1.76128527336162,4.17392693199981,6.9757905,5.4594316186373,6.0318804,4.62585493136806,0.298658315564515,1.76128527336162,4.17392693199981,6.9757905,5.4594316186373
SNU5,0.967544552740112,4,7,4,5,1.48133711599713,4,6.233428,5.6167693662935,0.485426827170242,0.0840642647884745,7.08512718021332,6.1908126,5.56620629346551,6.233428,5.6167693662935,0.485426827170242,0.0840642647884745,7.08512718021332,6.1908126,5.56620629346551
WM115,1.53347006084738,2,3,2,2,1.02690306200814,2,6.953265,4.95326523901484,0.0426443374084937,6.75328361646088,8.43191541342427,6.3017707,7.64709860726341,6.953265,4.95326523901484,0.0426443374084937,6.75328361646088,8.43191541342427,6.3017707,7.64709860726341
ECGI10,0.920442816186945,3,3,4,4,1.49257145461497,3,5.949068,5.91073266190291,1.09085343045111,2.90881290773955,7.37955165336549,5.949068,5.44956137461324,5.949068,5.91073266190291,1.09085343045111,2.90881290773955,7.37955165336549,5.949068,5.44956137461324
HS688AT,1.00521214004148,2,2,2,2,0.997023904502027,2,6.299208,6.16027483140859,1.20789285164133,2.6959938131099,6.43712784427281,6.411935,6.19179950106508,6.299208,6.16027483140859,1.20789285164133,2.6959938131099,6.43712784427281,6.411935,6.19179950106508
PK1,1.01480321842796,1,2,3,2,1.29235283063749,2,6.0123453,5.11935617703967,0,0.176322772640463,7.25361115194717,6.030336,4.7457751494858,6.0123453,5.11935617703967,0,0.176322772640463,7.25361115194717,6.030336,4.7457751494858
EFO21,0.787580884009823,4,3,4,4,1.64080068588078,3,5.860218,5.12101540096137,0.0143552929770701,0.963474123974886,6.88691589584725,5.99458,3.60288440871842,5.860218,5.12101540096137,0.0143552929770701,0.963474123974886,6.88691589584725,5.99458,3.60288440871842
IMR32,0.974274357308802,2,2,2,2,0.899939548575492,2,5.861211,5.53729606709084,0,0.0143552929770701,0.475084882948783,6.613237,4.61412086878925,5.861211,5.53729606709084,0,0.0143552929770701,0.475084882948783,6.613237,4.61412086878925
NCIH2122,0.858505927279049,2,2,3,2,0.868802403857248,3,6.6968284,3.82273014794452,1.57531233068744,2.37851162325373,4.03738222200308,6.3192205,5.75915583380027,6.6968284,3.82273014794452,1.57531233068744,2.37851162325373,4.03738222200308,6.3192205,5.75915583380027
SKNBE2,1.0659945040422,2,2,2,2,1.03605457490195,2,5.896514,5.76606505147495,0.20163386116965,0.070389327891398,0.454175893185802,6.85711,2.86789646399265,5.896514,5.76606505147495,0.20163386116965,0.070389327891398,0.454175893185802,6.85711,2.86789646399265
KMRC3,1.03691669936873,2,2,2,2,1.0513186426966,2,5.87578,5.55213110825378,0.505890929729957,0.903038270112912,6.33360262826828,6.3201237,4.4235781709818,5.87578,5.55213110825378,0.505890929729957,0.903038270112912,6.33360262826828,6.3201237,4.4235781709818
KARPAS422,0.985890961507079,2,2,2,2,0.978809493950234,2,6.0916996,6.78894666657714,0.0840642647884745,0.0285691521967709,0.782408564927373,7.8434815,0.20163386116965,6.0916996,6.78894666657714,0.0840642647884745,0.0285691521967709,0.782408564927373,7.8434815,0.20163386116965
SNU886,1.24945591569509,2,2,2,2,1.07638933368755,3,6.087463,6.35966172233388,0.584962500721156,0.0565835283663675,6.40667271575583,6.044394,4.92314918047231,6.087463,6.35966172233388,0.584962500721156,0.0565835283663675,6.40667271575583,6.044394,4.92314918047231
TUHR14TKB,1.60447354248192,2,3,2,2,1.32979144364224,2,6.277055,5.33163356717103,0.286881147788162,0.485426827170242,4.26077843189343,8.139603,4.762880292917,6.277055,5.33163356717103,0.286881147788162,0.485426827170242,4.26077843189343,8.139603,4.762880292917
TE10,1.15548617615959,2,3,5,3,1.4984801780962,2,5.8137813,4.46597446450407,0.0426443374084937,4.68032435684402,6.29737486052832,6.5376067,5.02059109477325,5.8137813,4.46597446450407,0.0426443374084937,4.68032435684402,6.29737486052832,6.5376067,5.02059109477325
MPP89,0.898879729164026,2,2,4,2,1.01529572349355,3,6.029453,6.22573765346606,0.622930350920177,1.29278174922785,6.39437694495706,6.029453,6.77584069853125,6.029453,6.22573765346606,0.622930350920177,1.29278174922785,6.39437694495706,6.029453,6.77584069853125
PSN1,0.775823294873688,3,2,6,3,0.794544539723139,3,6.3139715,5.55918586578773,0.0285691521967709,0.0143552929770701,7.06404212646645,6.275193,6.18447867118709,6.3139715,5.55918586578773,0.0285691521967709,0.0143552929770701,7.06404212646645,6.275193,6.18447867118709
MOLM6,0.912692005751846,3,2,2,2,0.946779254699453,3,5.8155756,6.55719562452855,0.0143552929770701,0,3.39506279951758,6.0498486,5.09296850932414,5.8155756,6.55719562452855,0.0143552929770701,0,3.39506279951758,6.0498486,5.09296850932414
HT144,1.25614238114353,3,4,7,3,1.37049778834357,3,6.1358633,5.26716121802226,0.344828496997441,6.18428029441938,7.80986457306602,6.793766,5.83263688756687,6.1358633,5.26716121802226,0.344828496997441,6.18428029441938,7.80986457306602,6.793766,5.83263688756687
42MGBA,0.989382303361927,1,1,3,2,0.853640186447401,1,6.231317,5.90520646879571,0.0285691521967709,5.59215800212536,7.35429346668164,5.967399,7.2340030663556,6.231317,5.90520646879571,0.0285691521967709,5.59215800212536,7.35429346668164,5.967399,7.2340030663556
JHOC5,0.793553832533392,2,3,4,3,1.10542412218255,3,6.17971,4.69543711040537,0.475084882948783,0.298658315564515,7.63437545383964,6.402586,5.58556349845569,6.17971,4.69543711040537,0.475084882948783,0.298658315564515,7.63437545383964,6.402586,5.58556349845569
SNU620,1.01227410646175,3,3,4,3,0.953959550547558,5,6.0507193,5.9136075118231,0.0143552929770701,0.678071905112638,3.47118746038699,5.842979,5.0457050645108,6.0507193,5.9136075118231,0.0143552929770701,0.678071905112638,3.47118746038699,5.842979,5.0457050645108
JURLMK1,1.03490619052717,2,2,2,2,1.05672501355558,2,6.224002,6.63923216324928,1.11769504266975,0.0565835283663675,4.24412594328373,6.6463065,5.02014657311178,6.224002,6.63923216324928,1.11769504266975,0.0565835283663675,4.24412594328373,6.6463065,5.02014657311178
NCIH1395,1.07818145487515,3,3,7,2,0.815015837851684,4,5.9662457,5.25587835258279,1.799087306074,5.24184018356467,0.594548549550354,6.1622906,3.89336221076387,5.9662457,5.25587835258279,1.799087306074,5.24184018356467,0.594548549550354,6.1622906,3.89336221076387
CCFSTTG1,1.43664140429951,2,3,2,2,0.997576925264454,2,5.937815,5.28503224962291,0.0143552929770701,5.34269695998193,7.06824086131282,6.3691173,6.06026359873829,5.937815,5.28503224962291,0.0143552929770701,5.34269695998193,7.06824086131282,6.3691173,6.06026359873829
EFM19,0.748409615796916,2,2,7,3,1.33969073892362,3,6.073392,4.92742242873987,0.0565835283663675,6.20202584460934,0.37851162325373,6.0101085,1.19534759832222,6.073392,4.92742242873987,0.0565835283663675,6.20202584460934,0.37851162325373,6.0101085,1.19534759832222
ISTMES2,1.15196748788372,2,2,2,2,1.17356683000813,2,5.784504,5.96693797927846,0.31034012061215,2.18586654531133,6.66476725535642,5.8371863,6.30870307128211,5.784504,5.96693797927846,0.31034012061215,2.18586654531133,6.66476725535642,5.8371863,6.30870307128211
YAPC,1.11080070660496,3,3,4,5,1.20096990572637,2,6.0098844,6.13154832972926,0.238786859587117,3.1243281350022,6.25493411860649,6.184082,4.03826057517535,6.0098844,6.13154832972926,0.238786859587117,3.1243281350022,6.25493411860649,6.184082,4.03826057517535
JHOM2B,1.45276363980684,2,3,3,2,1.00083212263877,2,6.3130646,6.76990394498066,0.0143552929770701,4.49249415167943,4.47832471148503,6.328226,5.57682443127748,6.3130646,6.76990394498066,0.0143552929770701,4.49249415167943,4.47832471148503,6.328226,5.57682443127748
DB,1.4901938354648,4,4,4,4,0.641134967250106,4,5.8979664,4.01435529297707,0.0143552929770701,0.0143552929770701,0.214124805352847,6.0098844,0.432959407276106,5.8979664,4.01435529297707,0.0143552929770701,0.0143552929770701,0.214124805352847,6.0098844,0.432959407276106
MSTO211H,1.14361385215662,1,2,2,2,1.14179211143735,2,5.9900475,4.55826763405574,0.0565835283663675,0.0426443374084937,8.24102977444675,6.313246,6.44393811501318,5.9900475,4.55826763405574,0.0565835283663675,0.0426443374084937,8.24102977444675,6.313246,6.44393811501318
OCIAML3,1.41597912821959,2,3,2,2,0.950922716443234,2,5.848498,6.38387705997811,1.41142624572647,1.55090066464752,3.03386345186628,6.1095695,6.50684309896982,5.848498,6.38387705997811,1.41142624572647,1.55090066464752,3.03386345186628,6.1095695,6.50684309896982
SR786,0.936531873212022,3,3,6,4,0.936077575335092,4,6.006747,5.61970645004589,3.20163386116965,0.16349873228288,4.41345868800798,6.0541973,2.93357263826102,6.006747,5.61970645004589,3.20163386116965,0.16349873228288,4.41345868800798,6.0541973,2.93357263826102
HS870T,0.999307092990452,2,2,2,2,1.01522535099568,2,6.380418,6.39848719001897,0.0976107966264223,0.070389327891398,7.53013318439181,6.3123384,5.99503219247754,6.380418,6.39848719001897,0.0976107966264223,0.070389327891398,7.53013318439181,6.3123384,5.99503219247754
SKNFI,0.894280919529409,2,2,2,2,0.950329684978756,2,6.408712,7.13082793414513,0,0.0976107966264223,0.815575428862573,5.999549,3.605257262939,6.408712,7.13082793414513,0,0.0976107966264223,0.815575428862573,5.999549,3.605257262939
CL14,1.17543926760828,2,2,3,2,1.1385518549366,2,5.901591,5.78476569631639,0.0285691521967709,3.99638874644762,5.39437694495706,6.063719,5.38370429247405,5.901591,5.78476569631639,0.0285691521967709,3.99638874644762,5.39437694495706,6.063719,5.38370429247405
NCIH522,1.3279492384768,2,3,3,3,1.36310812055283,2,5.9059286,5.18467702068089,0.214124805352847,0.16349873228288,1.22650852980868,7.032872,1.1243281350022,5.9059286,5.18467702068089,0.214124805352847,0.16349873228288,1.22650852980868,7.032872,1.1243281350022
SNU668,0.766681886243088,2,2,2,1,0.811352078956989,2,6.306882,7.06339508128851,0,4.73876783680019,3.54596836910529,6.051807,6.7113572383413,6.306882,7.06339508128851,0,4.73876783680019,3.54596836910529,6.051807,6.7113572383413
KPNRTBM1,1.05073582945923,2,2,2,2,1.02420180022052,2,5.8194127,6.24944534108584,0,0.0143552929770701,0.918386234446348,5.7860737,2.39506279951758,5.8194127,6.24944534108584,0,0.0143552929770701,0.918386234446348,5.7860737,2.39506279951758
JVM3,0.448257615958023,2,1,2,2,1.25388062177778,2,6.1813016,5.99525837340469,2,0.0426443374084937,2.76341157447001,6.030115,1.01435529297707,6.1813016,5.99525837340469,2,0.0426443374084937,2.76341157447001,6.030115,1.01435529297707
QGP1,1.41342957324635,4,6,5,4,0.895521515842564,4,6.7325406,5.97567603779733,1.70929063572336,0.918386234446348,0.704871964456353,6.561937,2.54596836910529,6.7325406,5.97567603779733,1.70929063572336,0.918386234446348,0.704871964456353,6.561937,2.54596836910529
RPMI7951,1.08162469811269,2,3,4,3,1.24599648631786,3,6.001127,5.8646814055726,0.0143552929770701,6.27239650903748,7.48856320938572,6.198101,7.520657963753,6.001127,5.8646814055726,0.0143552929770701,6.27239650903748,7.48856320938572,6.198101,7.520657963753
HCC1500,1.25327238267702,2,2,3,2,1.10734133687678,2,6.216455,6.33646192818282,0.516015147003665,7.30587934677885,0.765534746362977,6.0382605,3.46074256378964,6.216455,6.33646192818282,0.516015147003665,7.30587934677885,0.765534746362977,6.0382605,3.46074256378964
COLO678,1.29486348021732,2,3,4,1,1.34331718950818,2,5.9314466,4.95698592461258,0.263034405833794,5.17072627613155,3.37573453858316,5.9602337,3.57288966842058,5.9314466,4.95698592461258,0.263034405833794,5.17072627613155,3.37573453858316,5.9602337,3.57288966842058
MKN1,1.41039571827788,4,4,4,3,0.989656656415207,2,5.9916353,7.66391384211598,0.37851162325373,2.61823865559545,6.04111153536915,6.6036263,4.13586316536868,5.9916353,7.66391384211598,0.37851162325373,2.61823865559545,6.04111153536915,6.6036263,4.13586316536868
HCC1428,1.13602926478669,3,2,5,2,1.47979773942858,2,5.8936048,7.41768376875542,0.0426443374084937,6.85723458049979,0.422233000683048,6.836429,2.22650852980868,5.8936048,7.41768376875542,0.0426443374084937,6.85723458049979,0.422233000683048,6.836429,2.22650852980868
TE15,0.965066324104723,2,2,4,3,1.16054301780733,2,5.9972925,4.94626298433245,0.0565835283663675,3.64846544302731,6.34801990922869,5.965784,4.07296327155522,5.9972925,4.94626298433245,0.0565835283663675,3.64846544302731,6.34801990922869,5.965784,4.07296327155522
CAPAN1,0.935753211780196,3,3,4,3,1.8142836143673,3,5.9319196,5.81121411751324,0.505890929729957,1.81147103052984,5.80271021929134,6.111866,5.70099449416827,5.9319196,5.81121411751324,0.505890929729957,1.81147103052984,5.80271021929134,6.111866,5.70099449416827
NCIH82,1.08575605622146,4,3,3,2,1.2989987117237,3,6.0393577,6.08491465976794,1.4541758931858,0.0426443374084937,0.321928094887362,5.945561,2.85598969730848,6.0393577,6.08491465976794,1.4541758931858,0.0426443374084937,0.321928094887362,5.945561,2.85598969730848
MKN45,0.606256409530869,2,7,3,3,1.21781923072495,2,6.0101085,5.38474058729238,0.0426443374084937,1.77399632511117,5.29167722317602,6.106432,4.99050111136325,6.0101085,5.38474058729238,0.0426443374084937,1.77399632511117,5.29167722317602,6.106432,4.99050111136325
JEKO1,0.612337948795411,1,1,2,2,0.872423175441447,2,8.741299,5.48155728070859,0.176322772640463,0.0840642647884745,0.739848102699327,6.1596694,3.92409988564074,8.741299,5.48155728070859,0.176322772640463,0.0840642647884745,0.739848102699327,6.1596694,3.92409988564074
NCIH69,1.29935892057478,2,2,1,2,0.689967350606611,2,6.639232,6.34074028063018,4.37920505996061,0.53605290024021,0.344828496997441,7.620806,3.66448284036468,6.639232,6.34074028063018,4.37920505996061,0.53605290024021,0.344828496997441,7.620806,3.66448284036468
MG63,0.694044465336989,4,2,4,3,1.29351788340524,4,6.451046,6.5552026338783,0.0840642647884745,2.12763327972587,6.96150757468309,6.800123,4.78607355157855,6.451046,6.5552026338783,0.0840642647884745,2.12763327972587,6.96150757468309,6.800123,4.78607355157855
NCIH508,1.28814946481237,2,3,3,2,1.43783686613583,2,6.279657,5.36876834909034,0.782408564927373,0.070389327891398,3.10768786931437,6.12143,3.4276061727819,6.279657,5.36876834909034,0.782408564927373,0.070389327891398,3.10768786931437,6.12143,3.4276061727819
SKHEP1,1.36651377227989,3,4,3,3,0.7248729207495,3,6.321748,4.34624777408278,0.0565835283663675,0.970853654340484,9.37695017094954,7.8234944,6.20241772157518,6.321748,4.34624777408278,0.0565835283663675,0.970853654340484,9.37695017094954,7.8234944,6.20241772157518
MOLM13,0.907267572458038,3,2,2,2,0.935558647600005,3,7.576371,7.52073652693764,0.0285691521967709,0.0840642647884745,3.43162295971329,6.8385735,6.66902676550963,7.576371,7.52073652693764,0.0285691521967709,0.0840642647884745,3.43162295971329,6.8385735,6.66902676550963
SKMM2,1.13335513644552,2,2,2,2,1.03111125125857,2,5.9497685,5.74362267606766,3.14404636961671,0.0565835283663675,0.495695162624069,6.216455,0.594548549550354,5.9497685,5.74362267606766,3.14404636961671,0.0565835283663675,0.495695162624069,6.216455,0.594548549550354
U2OS,0.70197910828577,2,2,5,3,0.722365050960511,3,7.14527,5.84021143265747,0.0426443374084937,0.0565835283663675,4.08065766334522,6.309249,6.51175265376738,7.14527,5.84021143265747,0.0426443374084937,0.0565835283663675,4.08065766334522,6.309249,6.51175265376738
SUDHL4,1.38808893067398,3,3,2,2,1.40259646785179,2,6.282254,5.90785207184596,0.84799690655495,0.070389327891398,0.7311832415722,7.3790317,0.333423733725192,6.282254,5.90785207184596,0.84799690655495,0.070389327891398,0.7311832415722,7.3790317,0.333423733725192
SKNDZ,1.09308076343064,2,2,3,2,1.05438372000904,2,6.3652725,5.28540221886225,0.298658315564515,0.070389327891398,0.495695162624069,6.0686707,3.64038956005495,6.3652725,5.28540221886225,0.298658315564515,0.070389327891398,0.495695162624069,6.0686707,3.64038956005495
NCIH226,1.08492852411834,2,2,2,2,1.09862574102206,2,6.2805853,5.56590176680667,0.687060688339892,2.01077983875324,7.81288323490954,8.42034,6.90074607531062,6.2805853,5.56590176680667,0.687060688339892,2.01077983875324,7.81288323490954,8.42034,6.90074607531062
SNU1105,1.64661126365636,2,3,2,2,1.10580729938507,2,5.809929,5.37955165336549,0,1.43295940727611,7.74537180526597,6.9164767,8.10821079332636,5.809929,5.37955165336549,0,1.43295940727611,7.74537180526597,6.9164767,8.10821079332636
MOLM16,1.39146054356259,2,2,2,2,0.965936328924846,2,5.9068904,6.97739441856294,0.0426443374084937,0.0426443374084937,3.41683974191283,6.1703258,3.77610398807316,5.9068904,6.97739441856294,0.0426443374084937,0.0426443374084937,3.41683974191283,6.1703258,3.77610398807316
SNU626,1.93307819871575,3,6,4,3,0.694429432034022,3,7.4590216,4.77294133783134,0.0143552929770701,1.61353165291793,2.56803210477128,6.5849624,3.86789646399265,7.4590216,4.77294133783134,0.0143552929770701,1.61353165291793,2.56803210477128,6.5849624,3.86789646399265
RL,1.41029796048439,2,3,2,3,0.969961910341735,2,5.9699335,4.75915583380027,0.0143552929770701,0.0143552929770701,0.36737106564853,6.1679196,0.0976107966264223,5.9699335,4.75915583380027,0.0143552929770701,0.0143552929770701,0.36737106564853,6.1679196,0.0976107966264223
P12ICHIKAWA,1.08425192155076,2,2,3,2,1.06969536887275,3,6.3444734,6.60984359159946,0.0565835283663675,1.16992500144231,0.807354922057604,6.3444734,4.80889983925777,6.3444734,6.60984359159946,0.0565835283663675,1.16992500144231,0.807354922057604,6.3444734,4.80889983925777
SKM1,0.946254394338287,2,2,2,2,0.985276122519001,1,5.8792157,5.51822038059959,3.07210580048042,0.516015147003665,3.44625622988956,6.081723,4.55213110825378,5.8792157,5.51822038059959,3.07210580048042,0.516015147003665,3.44625622988956,6.081723,4.55213110825378
HCC1143,0.570105174059898,4,2,4,4,1.44753677432299,4,6.3948913,4.82680268428583,0.176322772640463,5.29278174922785,6.01680828768655,5.9875484,7.07692245939234,6.3948913,4.82680268428583,0.176322772640463,5.29278174922785,6.01680828768655,5.9875484,7.07692245939234
G402,0.977385766410805,2,2,2,2,0.978470323206922,2,6.71507,5.70321146739115,0.0143552929770701,0.0285691521967709,4.64443315240625,6.1331935,1,6.71507,5.70321146739115,0.0143552929770701,0.0285691521967709,4.64443315240625,6.1331935,1
SF295,1.63830049665189,4,5,3,3,0.985002983839253,4,6.602439,5.35543919724868,0.0143552929770701,3.13257684267001,7.52269921741651,6.1464925,6.94976835993135,6.602439,5.35543919724868,0.0143552929770701,3.13257684267001,7.52269921741651,6.1464925,6.94976835993135
SNU478,1.4242476245571,2,4,3,4,0.924278801422406,4,6.777157,4.89578731646331,1.20163386116965,2.01077983875324,4.93404464711225,5.901591,6.790772037862,6.777157,4.89578731646331,1.20163386116965,2.01077983875324,4.93404464711225,5.901591,6.790772037862
NCIH647,0.944747040997206,4,3,3,4,0.93770108041912,5,6.084702,5.01346225980656,0.748461233004036,0.516015147003665,7.02192383855476,5.9241,8.13010717865883,6.084702,5.01346225980656,0.748461233004036,0.516015147003665,7.02192383855476,5.9241,8.13010717865883
NCIH1781,1.19938929385388,2,3,3,2,1.2644412444653,3,5.9763637,6.0686708106651,1.65992455840238,4.88068552526112,2.09761079662642,5.9429836,5.30231905094883,5.9763637,6.0686708106651,1.65992455840238,4.88068552526112,2.09761079662642,5.9429836,5.30231905094883
KMS12BM,1.71641688670114,2,3,2,2,1.15156831555085,2,5.790772,4.75114232472695,1.77820857639809,0.0976107966264223,0.895302621333307,5.790772,0.659924558402378,5.790772,4.75114232472695,1.77820857639809,0.0976107966264223,0.895302621333307,5.790772,0.659924558402378
T84,1.06245372038272,3,4,3,3,1.09596368874517,3,5.9634743,5.25625587320273,0.722466024471091,2.76553474636298,5.58074849176377,5.812498,6.38335869538511,5.9634743,5.25625587320273,0.722466024471091,2.76553474636298,5.58074849176377,5.812498,6.38335869538511
CORL24,1.15388544198996,2,2,3,2,1.30585978708892,2,5.9648604,6.28688114778816,0.0143552929770701,3.07382023329167,0.124328135002202,6.0448313,4.03210084316702,5.9648604,6.28688114778816,0.0143552929770701,3.07382023329167,0.124328135002202,6.0448313,4.03210084316702
SW780,0.88791901323053,1,2,3,2,1.12654113990948,3,6.072963,3.82374936030827,0.150559676575381,4.27351588970212,5.02502879449152,5.911452,3.7771566660045,6.072963,3.82374936030827,0.150559676575381,4.27351588970212,5.02502879449152,5.911452,3.7771566660045
KG1,0.446242553487691,2,1,2,3,1.05088150247182,2,5.9471984,5.85872702377863,0.0840642647884745,0.0143552929770701,2.4276061727819,5.9124103,3.1811025507538,5.9471984,5.85872702377863,0.0840642647884745,0.0143552929770701,2.4276061727819,5.9124103,3.1811025507538
TF1,1.27509081242368,3,2,3,2,0.883253826869625,3,6.090218,6.61043431534233,0,0.0565835283663675,4.17312743348066,6.090218,3.37155886261196,6.090218,6.61043431534233,0,0.0565835283663675,4.17312743348066,6.090218,3.37155886261196
NUDHL1,0.944419673355068,2,2,2,2,0.949868693985691,2,7.0550656,6.79324563913368,0.0426443374084937,0.0426443374084937,3.82171021503467,8.427983,1.27500704749987,7.0550656,6.79324563913368,0.0426443374084937,0.0426443374084937,3.82171021503467,8.427983,1.27500704749987
H4,1.26944685652407,4,4,3,3,1.37287473891439,4,6.4945755,5.81659970653491,0.722466024471091,2.86987140617771,5.58165253046128,6.6037745,5.67044381212281,6.4945755,5.81659970653491,0.722466024471091,2.86987140617771,5.58165253046128,6.6037745,5.67044381212281
LUDLU1,1.57701895420795,1,3,2,2,1.89671116635902,2,5.8787255,4.09339115325301,0.22650852980868,4.39300425689832,5.63575439127776,5.990955,3.62877359520165,5.8787255,4.09339115325301,0.22650852980868,4.39300425689832,5.63575439127776,5.990955,3.62877359520165
MHHES1,0.957271458195298,2,2,2,2,0.946254394338287,2,6.1278396,6.88056309177008,2.19219416528334,0.0840642647884745,2.27202318906105,6.274448,4.74685018309805,6.1278396,6.88056309177008,2.19219416528334,0.0840642647884745,2.27202318906105,6.274448,4.74685018309805
CALU3,0.997300376550763,2,3,3,3,1.74013592275873,4,5.916238,3.87479696589867,0.263034405833794,0.75702324650746,5.32481060342048,6.869501,4.6507645591169,5.916238,3.87479696589867,0.263034405833794,0.75702324650746,5.32481060342048,6.869501,4.6507645591169
HLF,0.826335755753675,2,2,5,3,0.790424735310454,3,6.6902776,4.39643353125099,0.0426443374084937,1.78659636189081,7.72996056101802,6.6647673,5.66448284036468,6.6902776,4.39643353125099,0.0426443374084937,1.78659636189081,7.72996056101802,6.6647673,5.66448284036468
NCIH2081,1.42217598489833,3,4,3,3,1.76344917997111,3,6.5386934,6.87467403163581,3.71918344048179,0.0426443374084937,0.344828496997441,6.4013915,4.61941301059794,6.5386934,6.87467403163581,3.71918344048179,0.0426443374084937,0.344828496997441,6.4013915,4.61941301059794
NCIH520,0.816768991110023,3,2,2,3,1.33062126952239,3,5.708739,4.99367436175058,0.0976107966264223,0.16349873228288,0.53605290024021,7.355439,1.83187724119167,5.708739,4.99367436175058,0.0976107966264223,0.16349873228288,0.53605290024021,7.355439,1.83187724119167
J82,0.927359096793487,1,2,2,2,1.66578245223727,2,5.7915535,6.02502879449152,0.124328135002202,0.948600847493356,8.43587857730987,6.9840198,5.82094479188069,5.7915535,6.02502879449152,0.124328135002202,0.948600847493356,8.43587857730987,6.9840198,5.82094479188069
TEN,1.06215918649537,4,4,7,4,1.03857111032043,2,6.1216373,5.89166220799394,0.0285691521967709,1.09085343045111,5.70182625841205,7.760421,3.23419472295381,6.1216373,5.89166220799394,0.0285691521967709,1.09085343045111,5.70182625841205,7.760421,3.23419472295381
