LINE,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2,MIR335,JUND,FOXP2,TFAP2C,FOSL1,PLAUR
NCIH2227,0.627406,0.369828,0.839166,0.982893,0.853669,0.0535959,0.388268,0.368182,0.159463,0.0612934,0.106715,0.490288,0.779557,0.565447,0.828971,0.77006,0.507975,1.1922,0.070157,0.427053,6.21646,6.7939,0.238787,0.137504,0.594549,3.02099
NCIH2228,0.503783,0.55827,0.491917,0.50208,0.506552,0.595093,0.494654,0.4124,0.481412,0.623528,0.120961,0.488063,0.421625,0.573954,0.481921,0.371574,0.509276,1.43481,0.421815,0.428836,6.26078,6.62308,1.67807,1.41143,8.22318,2.98864
NCIH226,0.625754,0.647333,0.849479,0.867239,0.865545,0.473051,0.384625,0.241288,0.236604,0.229247,0.0959407,0.390568,0.470515,0.56392,0.50481,0.667327,0.613249,1.34323,0.428419,0.42472,6.28059,5.5659,0.687061,2.01078,7.81288,3.01263
NCIH2286,0.543885,0.588053,0.688578,0.709396,0.63606,0.508204,0.458105,0.353343,0.395923,1e-06,0.137183,0.394328,0.465667,0.580583,0.532298,107.73,0.611678,1.3524,0.431039,0.426279,6.20477,6.17612,1.8565e-08,2.18269,7.50152,2.93691
NCIH2291,0.549995,0.657262,0.655007,0.679616,0.695303,0.675761,0.45251,0.363116,0.388037,0.434248,0.0914349,0.491469,0.403379,0.635989,0.4763,0.565301,0.508018,0.994764,0.610506,0.316644,6.20203,6.69084,2.30451,3.3505,6.91851,2.98726
NCIH23,0.543494,0.608144,0.68709,0.63902,0.649415,0.728477,0.458245,0.386537,0.398373,0.0367615,0.113056,0.485471,0.405908,0.63385,0.67609,0.753227,0.514216,0.959328,0.47218,0.3192,6.35526,4.90977,0.0976108,5.38405,5.56742,3.02154
NCIH2342,0.48503,0.267435,0.452569,0.482247,0.394894,0.721246,0.514155,0.458747,0.53629,0.246284,0.0684338,0.373597,0.26263,0.733475,1.09618,0.745228,0.642226,1.19631,0.246551,0.284179,6.87615,4.20789,1.32193,5.49249,0.956057,3.09954
NCIH2347,0.549664,0.659836,0.787464,0.759408,0.662885,0.632065,0.453018,0.327052,0.408325,0.005779,0.14067,0.384418,0.386345,0.682271,0.511322,0.805139,0.626793,1.20991,0.442222,0.329918,6.52199,5.49057,0.0143553,3.27202,7.99628,2.90136
NCIH2405,0.528639,0.480557,0.620803,0.580361,0.661163,0.438643,0.470627,0.370926,0.430516,0.480504,0.0877006,0.378391,0.55851,0.568384,0.44162,0.57579,0.638071,1.32021,0.48123,0.434132,6.7451,4.29866,1.66903,2.35614,6.68145,3.0552
NCIH2444,0.518446,0.613752,0.577203,0.551771,0.6332,0.413921,0.48124,0.422905,0.445408,0.163275,0.127047,0.567624,0.591827,0.63872,0.49829,0.729475,0.431381,1.16667,0.446855,0.310182,6.0798,5.14282,0.895303,3.49697,7.45475,2.91378
NCIH2452,0.636781,0.622098,0.950774,0.950337,0.855539,0.115645,0.387689,0.268642,0.247755,0.123456,0.166778,0.390293,0.745279,0.584857,0.518765,0.740533,0.623886,1.18984,0.439368,0.426611,6.39403,5.2502,0.333424,0.31034,7.22641,2.91771
NCIH28,0.498615,0.438911,0.481402,0.481675,0.498569,0.104027,0.501267,0.415563,0.502872,0.0275597,0.117658,0.381076,0.75654,0.565778,0.540122,0.783065,0.635851,1.2166,0.45522,0.428151,6.67426,5.48027,0.0703893,0.275007,5.74012,3.02699
NCIH292,0.565054,0.503339,0.892764,0.778038,0.68469,0.599787,0.43963,0.36982,0.345563,0.0584021,0.16354,0.401218,0.40615,0.570155,0.626416,0.7758,0.604448,1.12266,0.397501,0.424153,6.02614,4.25248,0.15056,4.43029,5.97842,2.9757
NCIH322,0.533076,0.521263,0.591306,0.58441,0.5946,0.557091,0.466056,0.291826,0.448188,0.0465515,0.151244,0.249519,0.444397,0.685943,0.56693,0.822705,0.795498,0.996927,0.422992,0.339913,6.37626,4.60822,0.0565835,5.01436,7.615,2.97325
NCIH3255,0.546326,0.467503,0.662657,0.675007,0.708695,0.597051,0.465371,0.381686,0.412568,0.192113,0.129064,0.541214,0.364529,0.944626,0.571997,0.608418,0.457484,1.10276,0.419956,0.347724,6.76235,4.77189,1.26303,4.91361,4.74416,2.94486
NCIH358,0.534679,0.56644,0.648301,0.647146,0.628469,0.666062,0.461055,0.34437,0.404429,0.312594,0.0781538,0.391332,0.404198,0.595912,0.536253,0.816669,0.603053,1.32257,0.468403,0.445854,6.1641,5.4192,0.765535,3.29572,7.10947,2.99275
NCIH441,0.594788,0.451741,0.806179,0.860381,0.730792,0.699127,0.387771,0.28106,0.210077,0.186762,0.113839,0.480181,0.377184,0.571259,0.590997,0.723887,0.516147,1.37756,0.408968,0.446379,6.4494,4.30232,0.773996,3.70708,8.14766,3.12558
NCIH446,0.593796,0.387698,0.952146,0.909339,0.788418,0.0507614,0.420358,0.314575,0.335744,0.631732,0.127844,0.383294,0.816571,0.697415,0.802605,0.381004,0.630113,1.15603,0.142923,0.352811,6.57577,5.8936,3.31615,0.124328,1.16993,3.0353
NCIH460,0.559216,0.520329,0.79923,0.798633,0.688027,0.523652,0.445393,0.368819,0.353341,0.00575935,0.118664,0.34838,0.473011,0.568452,0.604557,0.802401,0.659746,1.16516,0.392814,0.428808,7.57501,5.17632,0.0143553,2.21412,4.79961,3.01737
NCIH508,0.564663,0.349668,0.737296,0.720476,0.744875,0.0183676,0.429661,0.383767,0.335614,0.187658,0.117596,0.481578,0.782829,0.661616,0.687232,0.719541,0.518558,1.09836,0.371131,0.323088,6.46074,5.36877,0.782409,0.0703893,3.10769,2.92998
NCIH510,0.478987,0.00777204,0.345588,0.400936,0.431567,0.0194116,0.527743,0.243762,0.550122,0.732909,0.125216,0.213851,0.686123,0.573523,0.759016,0.326923,0.748841,1.17162,0.244213,0.41758,7.00338,6.91265,2.24184,0.0565835,0.678072,2.91238
NCIH520,0.653452,0.149717,0.793184,1.03303,0.880093,0.123214,0.348822,0.448507,0.332742,0.038546,0.0533672,0.198307,0.75361,0.652774,0.8224,0.789789,0.679375,0.542732,0.126127,0.317145,6.85175,4.99367,0.0976108,0.163499,0.536053,2.91505
NCIH522,0.542247,0.0877382,0.57561,0.558022,0.61251,0.057868,0.457627,0.473192,0.42663,0.0938027,0.0950411,0.498001,0.707871,0.766064,0.702785,0.87615,0.50203,0.951544,0.296232,0.371095,6.04854,5.18468,0.214125,0.163499,1.22651,2.90651
NCIH524,0.489756,1e-06,0.381762,0.437954,0.437636,0.296585,0.484077,0.205361,0.552534,0.456233,0.207329,0.387206,0.640573,0.718286,1.06216,0.551221,0.606543,1.00873,0.13328,0.357012,6.26585,6.38284,1.65535,0.925999,0.250962,2.9822
NCIH526,0.52994,0.14082,0.594258,0.628959,0.586583,0.633041,0.434117,0.430693,0.286718,0.0647652,0.0791943,0.492386,0.418158,0.594507,0.81905,0.813678,0.507444,1.42932,0.0500221,0.442856,6.18349,4.92695,0.238787,4.54164,0.31034,2.97965
NCIH596,0.517899,0.516651,0.676122,0.56894,0.559738,0.626361,0.481886,0.255082,0.474286,0.096651,0.124318,0.247056,0.388771,0.69752,0.593571,0.702898,0.792451,1.22875,0.405724,0.343208,6.41515,7.49809,0.137504,4.8334,6.66292,2.95224
NCIH647,0.56071,0.513483,0.820656,0.816726,0.653571,0.1743,0.441417,0.372212,0.341605,0.260892,0.184117,0.392493,0.675561,0.577933,0.605195,0.697143,0.608947,1.01843,0.396311,0.423799,6.20594,5.01346,0.748461,0.516015,7.02192,2.93321
NCIH650,0.587498,0.571508,0.834168,0.87665,0.720075,0.426502,0.42033,0.2989,0.360823,0.328714,0.129458,0.356262,0.562662,0.685458,0.633168,0.747327,0.661483,1.19195,0.383065,0.348473,7.42694,5.71891,0.879706,1.51602,7.74712,3.05028
NCIH660,0.592261,0.160972,0.969008,0.790215,0.767805,0.566088,0.419994,0.181321,0.367073,0.803699,0.148595,0.250828,0.438843,0.731497,0.813777,0.272743,0.841769,1.10357,0.108808,0.371776,6.71191,6.69975,2.94673,3.86987,0.555816,3.04944
NCIH661,0.53923,0.723625,0.765296,0.559573,0.575651,0.443463,0.493605,0.396847,0.598711,0.603285,0.0807889,0.423158,0.252852,0.458097,0.845542,0.271045,0.626833,0.72082,0.459673,0.345549,5.92529,5.32445,4.45154,5.26153,5.2765,3.01726
NCIH69,0.548923,0.322293,0.712851,0.821303,0.636662,0.321553,0.44809,0.394129,0.29927,0.711711,0.106945,0.377666,0.599853,0.409584,0.902359,0.325041,0.643854,1.25033,0.0511174,0.599145,6.81929,6.34074,4.37921,0.536053,0.344828,2.92562
NCIH716,0.488933,0.297668,0.444823,0.46542,0.454137,0.0276264,0.510598,0.446828,0.533395,0.565137,0.113355,0.499624,0.730727,0.567693,0.604536,0.440252,0.500447,1.12017,0.398419,0.425369,6.00988,5.36282,3.851,0.189034,3.42223,2.99718
NCIH727,0.587086,0.335943,1.02112,0.99982,0.720206,0.522414,0.422228,0.292354,0.308299,0.4154,0.199607,0.385204,0.477301,0.566835,0.619246,0.57132,0.623433,0.885551,0.380379,0.427197,6.47379,6.13484,1.45418,2.18903,5.64068,3.01462
NCIH747,0.532766,0.621639,0.651266,0.59546,0.614264,0.566186,0.467606,0.34239,0.435716,0.0709411,0.151823,0.397239,0.436707,0.632707,0.526551,0.726775,0.615375,1.21849,0.456531,0.312627,6.19653,5.142,0.0976108,3.88947,7.27687,2.96466
NCIH810,0.373926,1.33757e-06,0.0286363,4.48465e-05,0.0506851,0.0133511,0.575863,0.282334,0.626355,0.63234,0.154517,0.395766,0.934649,0.877117,0.684339,0.392318,0.613618,1.45305,0.256098,0.320517,6.20183,6.83668,4.83542,0.0285692,0.748461,2.92337
NCIH82,0.586523,0.249162,1.00006,0.853365,0.747562,0.0166634,0.420036,0.394861,0.274107,0.418013,0.150125,0.404823,0.781506,0.578097,0.835941,0.574913,0.607508,1.02623,0.0534776,0.412903,6.0027,6.08491,1.45418,0.0426443,0.321928,2.85699
NCIH838,0.526534,0.394796,0.64459,0.593003,0.577947,0.501651,0.475124,0.414642,0.453035,1e-06,0.124799,0.377832,0.497766,0.648418,0.658172,231.843,0.636582,1.08714,0.363203,0.320938,6.73931,4.59156,8.62654e-09,4.03122,4.6565,2.96973
NCIH841,0.502379,0.309132,0.416511,0.510589,0.35734,0.101668,0.591652,0.502224,0.786203,0.264873,0.0887972,0.475477,0.239785,0.569359,0.808486,0.812332,0.502451,0.966852,0.379869,0.432258,6.34038,5.20438,0.978196,0.847997,2.45154,3.0368
NCIH889,0.571143,0.31263,0.694718,0.663589,0.640196,0.0107423,0.428239,0.423033,0.273164,0.0896571,0.13393,0.473488,0.75571,0.568365,0.878406,0.755232,0.527231,1.07677,0.0807189,0.424431,6.68103,6.3036,0.356144,0.0426443,0.545968,2.98704
NCIH929,0.525695,0.28153,0.636205,0.633352,0.591647,0.566218,0.476299,0.453659,0.44686,0.523273,0.105226,0.367373,0.438904,0.577974,0.686604,0.477397,0.65472,1.10392,0.323935,0.413627,7.12866,4.95559,2.19219,2.58015,2.26003,2.8626
NCIN87,0.535111,0.499996,0.713575,0.639785,0.59983,0.00957741,0.465707,0.322693,0.44293,0.0106409,0.146858,0.22224,0.670472,0.644819,0.641281,0.741255,0.774024,1.21809,0.360408,0.316588,6.96567,5.10769,0.0143553,0.0285692,3.99458,2.94583
NCO2,0.513124,0.302687,0.583613,0.562839,0.532772,0.0228538,0.486872,0.429284,0.465185,0.502087,0.113637,0.40511,0.80779,0.57844,0.70849,0.497628,0.60645,0.999602,0.268579,0.422094,5.988,7.39086,2.01792,0.0565835,3.68145,2.91885
NH6,0.571427,0.449615,0.847333,0.980698,0.749522,0.0166434,0.381607,0.351587,0.139045,0.0155792,0.112459,0.474121,0.780569,0.567216,0.682799,0.825991,0.492491,1.20045,0.277054,0.426509,6.23247,6.68986,0.0565835,0.0426443,3.25248,3.00774
NIHOVCAR3,0.66472,0.385265,1.24455,1.05765,1.05052,0.539391,0.376719,0.236074,0.274065,0.0948534,0.0971672,0.359321,0.483374,0.643363,0.715592,0.75592,0.667705,1.31187,0.220286,0.322115,7.43296,4.90111,0.250962,3.34767,1.77821,3.00405
NMCG1,0.543304,0.76471,0.636318,0.676405,0.677861,0.546342,0.458452,0.430048,0.356896,0.504595,0.118932,0.511043,0.455419,0.518429,0.431298,0.495425,0.488856,0.832043,0.573314,0.481279,7.65267,3.26074,4.07403,3.59894,9.28771,3.71336
NOMO1,0.598616,0.466532,1.27457,1.0169,0.792467,0.194406,0.408159,0.229484,0.346254,0.49948,0.160017,0.23869,0.768567,0.682391,0.768845,0.441654,0.818998,0.992259,0.246328,0.33794,6.86245,4.8166,1.13093,0.505891,2.08066,2.97137
NUDHL1,0.438828,0.278586,0.317664,0.318422,0.319906,0.0168618,0.556044,0.326227,0.627713,0.0161271,0.118724,0.37559,0.79081,0.571566,0.606117,0.756354,0.656868,1.32356,0.400416,0.42015,6.9956,6.79325,0.0426443,0.0426443,3.82171,2.94034
NUDUL1,0.543792,0.123641,0.721201,1.64796e-06,0.626428,0.0414879,0.413424,0.496636,0.480366,1e-06,0.0817909,0.443159,0.987051,0.575001,0.682766,310.714,0.785289,1.01984,0.328418,0.41346,7.0881,5.51696,6.4368e-09,0.0840643,1.61824,2.87624
NUGC2,0.541032,0.544169,0.766492,0.634019,0.653838,0.470822,0.461714,0.371372,0.405403,0.036939,0.125609,0.383804,0.533968,0.573055,0.59895,0.756863,0.632179,1.40709,0.386381,0.417111,6.58856,6.50001,0.0976108,4.40871,5.85375,2.91149
NUGC3,0.548661,0.712579,0.000950168,0.201244,0.740494,0.593348,0.412275,0.350394,0.300098,0.0146307,0.170558,0.392792,0.489438,0.544714,0.393276,1.02423,0.676006,0.943328,0.541632,0.408459,6.88411,3.24184,0.0285692,3.63691,9.11746,2.99944
NUGC4,0.550882,0.349306,0.726425,0.787035,0.646498,0.0873143,0.452459,0.36613,0.390527,0.302472,0.133922,0.500758,0.770959,0.648956,0.622837,0.660923,0.498555,1.19737,0.365602,0.314643,5.97361,5.61058,1.37295,0.226509,5.21218,2.90907
OAW42,0.403751,0.407062,0.165175,0.317812,0.155147,0.0612818,0.597981,0.327134,0.694872,1e-06,0.104087,0.386534,0.89135,0.639858,0.453667,573.671,0.632605,1.15305,0.543261,0.324548,6.54643,7.05235,3.48632e-09,0.275007,4.63517,3.04331
OC314,0.542921,0.525043,0.695692,0.697773,0.660744,0.345535,0.451444,0.397183,0.356692,0.249392,0.109283,0.471265,0.70774,0.568928,0.592183,0.703501,0.524058,1.19323,0.400302,0.423818,6.67214,5.98277,1.0635,1.46467,5.59872,2.97977
OCIAML2,0.583391,0.432779,0.94888,0.97109,0.785813,0.0279268,0.425092,0.318636,0.348915,0.564632,0.133972,0.390353,0.793497,0.650019,0.717604,0.437674,0.617157,1.15833,0.267839,0.317006,6.32409,5.73525,2.58015,0.0703893,2.59932,2.92612
OCIAML3,0.593087,0.48867,0.857515,1.0168,0.819877,0.428407,0.42282,0.356761,0.270344,0.303646,0.119849,0.488834,0.552462,0.564111,0.679764,0.645402,0.5086,1.23454,0.250304,0.429415,6.2426,6.38388,1.41143,1.5509,3.03386,3.0449
OCIAML5,0.56571,0.463821,0.854876,0.881733,0.715036,0.0276921,0.43999,0.360044,0.345186,0.637872,0.148601,0.369574,0.786826,0.573263,0.687597,0.379645,0.647118,1.10023,0.275512,0.42002,7.00394,6.30706,3.36036,0.0703893,3.14568,2.93073
OCILY19,0.580315,0.446708,0.88403,0.887116,0.7559,0.0168891,0.427144,0.355174,0.327869,1e-06,0.129471,0.383434,0.792091,0.572452,0.6668,272.662,0.633198,1.22027,0.289795,0.420871,6.60555,5.63343,7.33509e-09,0.0426443,3.05658,2.94083
OCILY3,0.392482,0.00762857,0.00128705,0.245084,0.309391,0.0267064,0.603162,0.557369,0.716588,0.395565,0.121288,0.374377,0.953072,0.574578,0.74827,0.617609,0.610803,1.17565,0.0738724,0.438968,6.52607,6.27053,1.28096,0.0840643,0.31034,3.05593
OCIM1,0.565308,0.419173,1.19809,0.754087,0.689004,0.0114147,0.437798,0.392291,0.284784,0.560046,0.0715185,0.222004,0.799093,0.393172,0.801923,0.425519,0.87181,0.905037,0.22636,0.615871,7.854,6.20163,1.31615,0.0285692,2.0321,3.13283
OCUM1,0.529007,0.558369,0.612536,0.638876,0.607314,0.510982,0.480387,0.39743,0.440897,0.0769773,0.163051,0.494112,0.51951,0.559248,0.579613,0.804974,0.48258,1.53938,0.36773,0.431637,5.85997,5.67214,0.286881,1.96717,5.28762,3.08726
OE19,0.530147,0.588437,0.646006,0.607579,0.657227,0.487864,0.470997,0.381132,0.427479,0.010631,0.134334,0.388912,0.543776,0.582272,0.513953,0.744226,0.623535,1.37136,0.423236,0.413948,6.41312,5.9279,0.0285692,2.69153,3.69599,2.84367
OE21,0.551801,0.507558,0.431174,0.68271,0.631832,0.521553,0.445214,0.27964,0.416162,0.222507,0.221206,0.233408,0.475391,0.648719,0.571265,0.716978,0.75217,0.831445,0.428222,0.322634,6.4451,2.68257,0.31034,3.29131,5.3107,2.98405
ONCODG1,0.668782,0.157495,1.21909,1.05531,0.960195,0.544268,0.36339,0.191439,0.271607,0.124054,0.0929836,0.395248,0.455918,0.681833,0.808,0.830741,0.617126,1.11765,0.238753,0.254661,6.24546,5.47444,0.298658,3.58135,1.65076,2.98795
ONS76,0.526553,0.58268,1e-06,0.0141056,0.500423,0.668271,0.266504,0.256148,0.211936,0.367784,0.143472,0.589268,0.913209,0.608172,0.873893,1.25423,0.612438,0.605457,0.497173,0.445351,6.23592,4.87431,0.879706,2.19535,4.36947,2.92911
OPM2,0.465461,1e-06,0.523671,0.383578,0.395627,0.0403703,0.517136,0.44176,0.543489,0.55627,0.112686,0.434888,1.42693,0.582201,0.702489,0.435716,0.698676,1.45316,0.202074,0.442334,6.42626,6.7185,2.55336,0.0565835,0.575312,3.03905
OSRC2,0.535856,0.666793,0.631156,0.617008,0.636459,0.109776,0.468566,0.398709,0.412367,0.212813,0.142986,0.479422,1.37917,0.560277,0.522275,0.782808,0.511645,1.10672,0.435666,0.426437,6.40327,4.35685,0.815575,0.238787,6.51507,3.04447
OUMS23,0.538106,0.336822,0.713201,0.616153,0.658043,0.617223,0.465863,0.372934,0.433567,0.0113522,0.124509,0.372985,0.392487,0.644165,0.673708,0.794718,0.642508,1.20091,0.302323,0.322179,6.89045,5.40395,0.0285692,6.29039,2.53107,3.0009
OV56,0.527207,0.616901,0.643719,0.630694,0.591402,0.620749,0.475395,0.363469,0.440387,0.0166646,0.132056,0.375648,0.355934,0.567748,0.5495,0.781561,0.572421,1.34688,0.454534,0.416576,6.09529,6.34394,0.0426443,3.488,8.12882,2.93494
OV7,0.554699,0.659054,0.828424,0.825111,0.668094,0.561287,0.449613,0.350238,0.373417,0.0591983,0.145352,0.390115,0.469781,0.560388,0.519749,0.786376,0.611136,1.27981,0.494856,0.432866,6.26622,5.51223,0.15056,2.38957,8.82193,3.08976
OV90,0.624117,0.441005,1.28282,0.945918,0.897725,0.0348941,0.422097,0.352601,0.27568,0.184644,0.086811,0.489345,0.714963,0.578059,0.648928,0.594971,0.5168,1.34218,0.3277,0.420846,6.33664,4.78031,0.31034,0.0976108,3.13914,2.91213
OVCAR4,0.534738,0.449408,0.618201,0.70984,0.634658,0.609943,0.464477,0.404394,0.417848,1e-06,0.161924,0.47659,0.403264,0.642154,0.671698,331.038,0.524407,1.10774,0.293838,0.323113,6.60199,5.59246,1.20832e-08,3.02503,3.07382,3.01902
OVCAR8,0.566058,0.717779,0.9413,0.794604,0.690546,0.135264,0.446659,0.369828,0.344165,0.150336,0.13534,0.474315,0.714713,0.563319,0.526702,0.663711,0.51922,1.20011,0.457386,0.414174,6.56803,5.17193,0.226509,0.378512,8.18428,2.94095
OVISE,0.476881,0.282318,0.321941,0.380894,0.434683,0.587374,0.523673,0.357253,0.541324,0.0939215,0.108929,0.254642,0.421571,0.649803,0.634929,0.755433,0.839149,1.20177,0.380426,0.310624,6.59081,6.57758,0.124328,2.7866,3.42358,2.86817
OVK18,0.551612,0.474833,0.757506,0.761448,0.655025,0.05862,0.451816,0.362876,0.379082,0.011363,0.125877,0.391883,0.778695,0.569224,0.614116,0.795475,0.621259,1.23987,0.35947,0.424746,6.34127,5.96763,0.0285692,0.15056,4.488,2.98474
OVKATE,0.576451,0.261157,0.904366,0.821102,0.727725,0.562082,0.430225,0.297153,0.380391,0.0914636,0.115764,0.377388,0.443132,0.685724,0.778098,0.766069,0.617519,1.19459,0.197081,0.250942,6.5452,7.00809,0.238787,3.80529,2.15056,2.92762
OVMANA,0.500043,0.388399,0.450266,0.478319,0.472559,0.0337701,0.506864,0.479612,0.51524,0.0056368,0.139289,0.394552,1.60687,0.640728,0.566406,0.785327,0.619869,1.03478,0.434862,0.323985,6.28429,3.70155,0.0143553,0.0840643,3.74308,3.03391
OVSAHO,0.639155,0.272615,0.815503,0.868537,0.733559,0.155857,0.368701,0.22287,0.250962,0.033113,0.18868,0.556892,0.742212,0.648795,0.827875,0.791667,0.439512,0.641129,0.21549,0.320972,6.31379,5.64645,0.250962,0.83996,1.32193,2.96832
OVTOKO,0.400816,0.519426,0.00243588,0.0989567,0.386695,0.209735,0.335547,0.32635,0.191749,1e-06,0.101936,0.547767,0.635633,0.655911,0.578946,212.56,0.876547,0.636184,0.592106,0.48722,6.40088,4.04089,9.40912e-09,0.659925,6.33878,2.97126
P12ICHIKAWA,0.616857,0.421402,1.10951,1.23925,0.905867,0.371591,0.397608,0.327731,0.244965,0.0230672,0.120386,0.385174,0.635239,0.563449,0.880489,0.815333,0.628373,1.24876,0.0938959,0.432243,6.5256,6.60984,0.0565835,1.16993,0.807355,3.06855
P31FUJ,0.595092,0.514228,0.795161,1.08403,0.847874,0.00618669,0.419666,0.396575,0.221504,0.0085343,0.179354,0.5436,0.861938,0.572325,0.726987,0.80051,0.454215,1.07176,0.266807,0.42118,6.68454,4.91025,0.0426443,0.0143553,2.58736,2.94364
P3HR1,0.551069,0.0438265,0.60568,0.60873,0.65247,0.0113145,0.449844,0.497869,0.428865,0.00569763,0.0910271,0.370519,0.792078,0.575905,0.712251,0.793801,0.649739,0.861132,0.192869,0.417335,7.01436,4.21179,0.0143553,0.0285692,0.641546,2.89864
PANC0203,0.516249,0.653816,1e-06,0.472162,0.658782,0.802761,0.412007,0.312056,0.375164,0.0395126,0.132413,0.413739,0.736643,0.61894,0.486806,1.39661,0.679677,0.882908,0.506831,0.310955,6.57107,4.37156,0.0565835,2.17951,8.03381,3.01439
PANC0213,0.584638,0.698985,0.843323,0.994937,0.759727,0.587935,0.428565,0.300101,0.374647,0.0836946,0.141158,0.367012,0.464117,0.657795,0.559129,0.885499,0.638282,1.20097,0.423837,0.329929,6.95652,5.51096,0.189034,2.53356,7.35606,3.00941
PANC0327,0.573766,0.545792,0.997734,0.974784,0.685438,0.505972,0.432088,0.339238,0.366516,0.0679192,0.220433,0.401011,0.486358,0.64755,0.566553,0.830822,0.604092,0.95522,0.438269,0.317876,6.02569,4.27053,0.163499,2.08066,7.72989,2.94534
PANC0403,0.53536,0.713268,1e-06,0.292247,0.759657,0.510977,0.414131,0.347737,0.319822,0.0236051,0.158208,0.412603,1.0111,0.551039,0.449441,1.10707,0.711855,0.983056,0.490023,0.413759,6.90111,3.65535,0.0426443,2.02148,7.86592,3.00349
PANC0504,0.57642,0.613779,1.01665,0.846863,0.741923,0.0292601,0.430613,0.354122,0.31957,0.115481,0.125051,0.382131,0.790592,0.570062,0.577226,0.744223,0.629825,1.19228,0.413393,0.425256,6.59276,5.71836,0.31034,0.111031,6.4596,2.98393
PANC0813,0.574218,0.630833,0.946419,0.941669,0.688364,0.39298,0.43198,0.328174,0.365989,0.0341689,0.182597,0.384614,0.599814,0.665513,0.540088,0.812924,0.626188,1.07548,0.464602,0.335279,6.51239,3.75489,0.0840643,1.31034,8.69363,3.02274
PANC1005,0.541774,0.642945,0.702971,0.702269,0.634202,0.598946,0.459656,0.362043,0.399704,0.18411,0.134895,0.36418,0.412634,0.575857,0.496025,0.727863,0.621697,1.19371,0.529231,0.427026,6.82845,5.09719,0.505891,2.90304,9.12709,2.9662
PATU8902,0.512233,0.481042,0.587163,0.588682,0.536406,0.00574429,0.48803,0.350697,0.472715,0.109465,0.158876,0.381174,0.800302,0.648028,0.524742,0.76314,0.627833,1.16084,0.477922,0.318635,6.58841,4.41414,0.286881,0.0143553,8.53411,2.95019
PATU8988S,0.657979,0.281902,1.03698,1.05569,0.960325,0.173888,0.371058,0.28891,0.161332,0.00756657,0.136905,0.503718,0.730931,0.565953,0.681018,0.794553,0.495152,1.06682,0.329636,0.428376,5.89797,5.76368,0.0285692,0.713696,3.81147,3.02764
PATU8988T,0.571911,0.616548,0.748786,0.704569,0.724583,0.363962,0.431716,0.298988,0.335141,0.0281923,0.146481,0.369182,0.619938,0.567953,0.493139,0.801038,0.615219,1.15762,0.491421,0.425193,6.66576,5.28096,0.0703893,1.76129,8.48228,2.99457
PC14,0.52852,0.542796,0.623549,0.593625,0.589353,0.665822,0.472566,0.377506,0.43202,0.145498,0.121038,0.481801,0.362942,0.637957,0.556559,0.746191,0.513704,1.26381,0.409993,0.312713,6.39729,6.11499,0.584963,3.66903,6.36352,2.94108
PECAPJ15,0.563458,0.470767,0.917463,0.790012,0.679299,0.567043,0.441058,0.339097,0.384223,0.0328354,0.155444,0.386228,0.435955,0.659221,0.60196,0.781197,0.622735,1.15227,0.393063,0.321329,6.4494,4.65191,0.0840643,3.90207,6.24888,2.92462
