time, species_1, species_2, species_3
1.4, 8.67565e-11, 1.2273e-11, 9.69755e-13
1.5, 8.58499e-11, 1.30601e-11, 1.08931e-12
1.6, 8.50561e-11, 1.3731e-11, 1.21219e-12
1.7, 8.42292e-11, 1.44085e-11, 1.36164e-12
1.8, 8.3374e-11, 1.51474e-11, 1.47788e-12
1.9, 8.25321e-11, 1.58465e-11, 1.62069e-12
2, 8.17467e-11, 1.64676e-11, 1.78508e-12
2.1, 8.0938e-11, 1.71052e-11, 1.95611e-12
2.2, 8.01044e-11, 1.77794e-11, 2.11553e-12
2.3, 7.93256e-11, 1.83639e-11, 2.30981e-12
2.4, 7.85086e-11, 1.90015e-11, 2.48915e-12
2.5, 7.76867e-11, 1.96525e-11, 2.66018e-12
2.6, 7.69195e-11, 2.02021e-11, 2.87771e-12
2.7, 7.6139e-11, 2.07983e-11, 3.06203e-12
2.8, 7.53652e-11, 2.13794e-11, 3.25466e-12
2.9, 7.46163e-11, 2.19258e-11, 3.45724e-12
3, 7.38558e-11, 2.24671e-11, 3.67643e-12
3.1, 7.3077e-11, 2.3035e-11, 3.88732e-12
3.2, 7.23281e-11, 2.35415e-11, 4.12976e-12
3.3, 7.15709e-11, 2.40463e-11, 4.38216e-12
3.4, 7.08751e-11, 2.45129e-11, 4.61132e-12
3.5, 7.02043e-11, 2.4943e-11, 4.8521e-12
3.6, 6.95467e-11, 2.54029e-11, 5.0497e-12
3.7, 6.88825e-11, 2.5823e-11, 5.2938e-12
3.8, 6.82415e-11, 2.61884e-11, 5.56945e-12
3.9, 6.75673e-11, 2.65719e-11, 5.86004e-12
4, 6.68998e-11, 2.69838e-11, 6.11577e-12
4.1, 6.62289e-11, 2.73441e-11, 6.42629e-12
4.2, 6.55299e-11, 2.77725e-11, 6.69695e-12
4.3, 6.48972e-11, 2.81329e-11, 6.96928e-12
4.4, 6.42579e-11, 2.84766e-11, 7.26486e-12
4.5, 6.36236e-11, 2.8817e-11, 7.55877e-12
4.6, 6.30241e-11, 2.91408e-11, 7.83442e-12
4.7, 6.24064e-11, 2.94347e-11, 8.15823e-12
4.8, 6.17621e-11, 2.97751e-11, 8.46211e-12
4.9, 6.11161e-11, 3.01205e-11, 8.76266e-12
5, 6.04602e-11, 3.04759e-11, 9.06322e-12
5.1, 5.98309e-11, 3.07897e-11, 9.37872e-12
5.2, 5.92248e-11, 3.10853e-11, 9.68925e-12
5.3, 5.85954e-11, 3.14556e-11, 9.94829e-12
5.4, 5.80342e-11, 3.16482e-11, 1.03169e-11
5.5, 5.74613e-11, 3.19039e-11, 1.06341e-11
5.6, 5.69017e-11, 3.21314e-11, 1.09662e-11
5.7, 5.63653e-11, 3.23656e-11, 1.12684e-11
5.8, 5.58373e-11, 3.25632e-11, 1.15989e-11
5.9, 5.52744e-11, 3.28156e-11, 1.19094e-11
6, 5.47413e-11, 3.29999e-11, 1.22581e-11
6.1, 5.42266e-11, 3.31875e-11, 1.25852e-11
6.2, 5.3657e-11, 3.343e-11, 1.29124e-11
6.3, 5.31821e-11, 3.35412e-11, 1.3276e-11
6.4, 5.26939e-11, 3.37006e-11, 1.36048e-11
6.5, 5.21625e-11, 3.38866e-11, 1.39502e-11
6.6, 5.16511e-11, 3.40411e-11, 1.43072e-11
6.7, 5.1128e-11, 3.41955e-11, 1.46758e-11
6.8, 5.06116e-11, 3.43715e-11, 1.50163e-11
6.9, 5.01051e-11, 3.45259e-11, 1.53683e-11
7, 4.95787e-11, 3.46471e-11, 1.57735e-11
7.1, 4.90606e-11, 3.48132e-11, 1.61255e-11
7.2, 4.85558e-11, 3.49593e-11, 1.64842e-11
7.3, 4.80909e-11, 3.50855e-11, 1.68229e-11
7.4, 4.75645e-11, 3.522e-11, 1.72148e-11
7.5, 4.70713e-11, 3.53761e-11, 1.75519e-11
7.6, 4.66097e-11, 3.5489e-11, 1.79006e-11
7.7, 4.61032e-11, 3.56534e-11, 1.82427e-11
7.8, 4.56366e-11, 3.57414e-11, 1.86213e-11
7.9, 4.52065e-11, 3.58079e-11, 1.89849e-11
8, 4.47748e-11, 3.58809e-11, 1.93436e-11
8.1, 4.43314e-11, 3.60021e-11, 1.96658e-11
8.2, 4.39047e-11, 3.61018e-11, 1.99929e-11
8.3, 4.34463e-11, 3.61582e-11, 2.03947e-11
8.4, 4.2993e-11, 3.6233e-11, 2.07733e-11
8.5, 4.25613e-11, 3.63243e-11, 2.11138e-11
8.6, 4.21362e-11, 3.63807e-11, 2.14824e-11
8.7, 4.17144e-11, 3.64588e-11, 2.18261e-11
8.8, 4.13059e-11, 3.64605e-11, 2.2233e-11
8.9, 4.08974e-11, 3.6507e-11, 2.2595e-11
9, 4.04707e-11, 3.65784e-11, 2.29503e-11
9.1, 4.00439e-11, 3.66199e-11, 2.33356e-11
9.2, 3.96271e-11, 3.67079e-11, 2.36643e-11
9.3, 3.92186e-11, 3.67195e-11, 2.40612e-11
9.4, 3.88201e-11, 3.67162e-11, 2.44631e-11
9.5, 3.84265e-11, 3.67643e-11, 2.48085e-11
9.6, 3.80097e-11, 3.68175e-11, 2.51721e-11
9.7, 3.75913e-11, 3.68689e-11, 2.55391e-11
9.8, 3.72226e-11, 3.68773e-11, 2.58994e-11
9.9, 3.68025e-11, 3.69271e-11, 2.62697e-11
10, 3.64422e-11, 3.69105e-11, 2.66467e-11

0, 9.99993e-11, 0, 0
0.1, 9.9013e-11, 9.847e-13, 1.66054e-15
0.2, 9.80017e-11, 1.986e-12, 1.16238e-14
0.3, 9.70203e-11, 2.95078e-12, 2.82292e-14
0.4, 9.60173e-11, 3.92053e-12, 6.14399e-14
0.5, 9.50758e-11, 4.81556e-12, 1.07935e-13
0.6, 9.41227e-11, 5.70727e-12, 1.69375e-13
0.7, 9.32061e-11, 6.56909e-12, 2.24173e-13
0.8, 9.22679e-11, 7.44254e-12, 2.88934e-13
0.9, 9.13247e-11, 8.30436e-12, 3.703e-13
1, 9.03898e-11, 9.15289e-12, 4.56648e-13
1.1, 8.94748e-11, 9.97818e-12, 5.46317e-13
1.2, 8.86113e-11, 1.0747e-11, 6.40968e-13
1.3, 8.77811e-11, 1.14693e-11, 7.48903e-13
1.4, 8.69027e-11, 1.22548e-11, 8.41893e-13
1.5, 8.60508e-11, 1.29638e-11, 9.847e-13
1.6, 8.51873e-11, 1.36795e-11, 1.13249e-12
1.7, 8.43587e-11, 1.4357e-11, 1.2836e-12
1.8, 8.3472e-11, 1.51109e-11, 1.41644e-12
1.9, 8.25703e-11, 1.58864e-11, 1.54264e-12
2, 8.17267e-11, 1.65589e-11, 1.71368e-12
2.1, 8.09297e-11, 1.72098e-11, 1.8598e-12
2.2, 8.01127e-11, 1.78574e-11, 2.02918e-12
2.3, 7.93804e-11, 1.84121e-11, 2.20686e-12
2.4, 7.86282e-11, 1.8975e-11, 2.39616e-12
2.5, 7.78046e-11, 1.9611e-11, 2.5838e-12
2.6, 7.70224e-11, 2.01872e-11, 2.78971e-12
2.7, 7.61573e-11, 2.08265e-11, 3.01554e-12
2.8, 7.54134e-11, 2.13828e-11, 3.20318e-12
2.9, 7.4618e-11, 2.19573e-11, 3.42403e-12
3, 7.38757e-11, 2.2497e-11, 3.62662e-12
3.1, 7.31434e-11, 2.303e-11, 3.82588e-12
3.2, 7.24078e-11, 2.35448e-11, 4.04673e-12
3.3, 7.16722e-11, 2.40679e-11, 4.25928e-12
3.4, 7.10113e-11, 2.45013e-11, 4.48678e-12
3.5, 7.02807e-11, 2.49562e-11, 4.76243e-12
3.6, 6.96048e-11, 2.53979e-11, 4.99656e-12
3.7, 6.89389e-11, 2.58131e-11, 5.2473e-12
3.8, 6.82249e-11, 2.62614e-11, 5.51299e-12
3.9, 6.74976e-11, 2.67546e-11, 5.74713e-12
4, 6.67786e-11, 2.72744e-11, 5.94639e-12
4.1, 6.61343e-11, 2.76397e-11, 6.22536e-12
4.2, 6.54435e-11, 2.80017e-11, 6.55415e-12
4.3, 6.47959e-11, 2.83653e-11, 6.8381e-12
4.4, 6.41084e-11, 2.87572e-11, 7.13368e-12
4.5, 6.34691e-11, 2.91292e-11, 7.40102e-12
4.6, 6.29145e-11, 2.93949e-11, 7.68996e-12
4.7, 6.22735e-11, 2.97419e-11, 7.98387e-12
4.8, 6.16508e-11, 3.00607e-11, 8.28775e-12
4.9, 6.10414e-11, 3.03497e-11, 8.60823e-12
5, 6.04901e-11, 3.06154e-11, 8.89385e-12
5.1, 5.99272e-11, 3.08744e-11, 9.19773e-12
5.2, 5.92912e-11, 3.11816e-11, 9.52651e-12
5.3, 5.86635e-11, 3.14506e-11, 9.88519e-12
5.4, 5.80956e-11, 3.16847e-11, 1.0219e-11
5.5, 5.75493e-11, 3.19222e-11, 1.05278e-11
5.6, 5.69515e-11, 3.22111e-11, 1.08367e-11
5.7, 5.63753e-11, 3.24702e-11, 1.11538e-11
5.8, 5.58722e-11, 3.26479e-11, 1.14793e-11
5.9, 5.53059e-11, 3.28455e-11, 1.18479e-11
6, 5.47613e-11, 3.30896e-11, 1.21485e-11
6.1, 5.42349e-11, 3.33154e-11, 1.24491e-11
6.2, 5.37234e-11, 3.35163e-11, 1.27596e-11
6.3, 5.31671e-11, 3.36973e-11, 1.31349e-11
6.4, 5.26773e-11, 3.38235e-11, 1.34985e-11
6.5, 5.21874e-11, 3.39863e-11, 1.38256e-11
6.6, 5.17042e-11, 3.41158e-11, 1.41793e-11
6.7, 5.11778e-11, 3.4315e-11, 1.45065e-11
6.8, 5.06066e-11, 3.45392e-11, 1.48535e-11
6.9, 5.013e-11, 3.46488e-11, 1.52205e-11
7, 4.95937e-11, 3.4863e-11, 1.55426e-11
7.1, 4.90673e-11, 3.50274e-11, 1.59046e-11
7.2, 4.85791e-11, 3.51752e-11, 1.62451e-11
7.3, 4.80959e-11, 3.5313e-11, 1.65904e-11
7.4, 4.75944e-11, 3.54724e-11, 1.69325e-11
7.5, 4.71377e-11, 3.55638e-11, 1.72978e-11
7.6, 4.66678e-11, 3.5685e-11, 1.76465e-11
7.7, 4.61663e-11, 3.58045e-11, 1.80285e-11
7.8, 4.56947e-11, 3.59009e-11, 1.84038e-11
7.9, 4.52663e-11, 3.59689e-11, 1.87641e-11
8, 4.48096e-11, 3.60636e-11, 1.91261e-11
8.1, 4.43331e-11, 3.61765e-11, 1.94897e-11
8.2, 4.39362e-11, 3.62064e-11, 1.98567e-11
8.3, 4.35045e-11, 3.62429e-11, 2.02519e-11
8.4, 4.30545e-11, 3.63127e-11, 2.06322e-11
8.5, 4.25995e-11, 3.6409e-11, 2.09909e-11
8.6, 4.2186e-11, 3.64538e-11, 2.13595e-11
8.7, 4.17692e-11, 3.6507e-11, 2.17232e-11
8.8, 4.13308e-11, 3.66049e-11, 2.20636e-11
8.9, 4.09539e-11, 3.66215e-11, 2.24239e-11
9, 4.05371e-11, 3.66531e-11, 2.28092e-11
9.1, 4.00921e-11, 3.67361e-11, 2.31712e-11
9.2, 3.96686e-11, 3.67743e-11, 2.35564e-11
9.3, 3.92618e-11, 3.68142e-11, 2.39234e-11
9.4, 3.88599e-11, 3.68291e-11, 2.43103e-11
9.5, 3.84697e-11, 3.68374e-11, 2.46922e-11
9.6, 3.80795e-11, 3.68905e-11, 2.50293e-11
9.7, 3.77241e-11, 3.69055e-11, 2.53697e-11
9.8, 3.73505e-11, 3.69188e-11, 2.57301e-11
9.9, 3.69686e-11, 3.69221e-11, 2.61087e-11
10, 3.66033e-11, 3.68988e-11, 2.64972e-11

0, 9.99993e-11, 0, 0
0.1, 9.90262e-11, 9.63113e-13, 9.96323e-15
0.2, 9.80216e-11, 1.94117e-12, 3.65319e-14
0.3, 9.70851e-11, 2.83952e-12, 7.47243e-14
0.4, 9.60871e-11, 3.80762e-12, 1.04614e-13
0.5, 9.5202e-11, 4.65781e-12, 1.39485e-13
0.6, 9.42688e-11, 5.51797e-12, 2.12549e-13
0.7, 9.33273e-11, 6.38809e-12, 2.83952e-13
0.8, 9.24306e-11, 7.2084e-12, 3.60337e-13
0.9, 9.15239e-11, 8.02372e-12, 4.51667e-13
1, 9.06206e-11, 8.84735e-12, 5.31372e-13
1.1, 8.97305e-11, 9.62947e-12, 6.39308e-13
1.2, 8.8872e-11, 1.03917e-11, 7.35619e-13
1.3, 8.79969e-11, 1.11904e-11, 8.12004e-13
1.4, 8.71169e-11, 1.19609e-11, 9.21599e-13
1.5, 8.627e-11, 1.26965e-11, 1.03286e-12
1.6, 8.54098e-11, 1.34288e-11, 1.16072e-12
1.7, 8.46277e-11, 1.40531e-11, 1.31847e-12
1.8, 8.38008e-11, 1.47572e-11, 1.44135e-12
1.9, 8.29954e-11, 1.53882e-11, 1.6157e-12
2, 8.21236e-11, 1.61288e-11, 1.74689e-12
2.1, 8.12286e-11, 1.68512e-11, 1.91958e-12
2.2, 8.039e-11, 1.75054e-11, 2.1039e-12
2.3, 7.96079e-11, 1.81215e-11, 2.26996e-12
2.4, 7.88225e-11, 1.87193e-11, 2.4576e-12
2.5, 7.80337e-11, 1.9322e-11, 2.64358e-12
2.6, 7.72084e-11, 1.9968e-11, 2.82292e-12
2.7, 7.6506e-11, 2.04578e-11, 3.03547e-12
2.8, 7.57405e-11, 2.09743e-11, 3.28455e-12
2.9, 7.49368e-11, 2.16053e-11, 3.45724e-12
3, 7.41763e-11, 2.21499e-11, 3.67311e-12
3.1, 7.34672e-11, 2.26099e-11, 3.92219e-12
3.2, 7.27698e-11, 2.31247e-11, 4.10485e-12
3.3, 7.21454e-11, 2.34933e-11, 4.36058e-12
3.4, 7.14148e-11, 2.39815e-11, 4.60301e-12
3.5, 7.06775e-11, 2.44896e-11, 4.83217e-12
3.6, 6.99685e-11, 2.49762e-11, 5.05468e-12
3.7, 6.93059e-11, 2.5383e-11, 5.3104e-12
3.8, 6.86317e-11, 2.57948e-11, 5.57277e-12
3.9, 6.78862e-11, 2.62996e-11, 5.81355e-12
4, 6.71987e-11, 2.67181e-11, 6.08255e-12
4.1, 6.65644e-11, 2.70884e-11, 6.34658e-12
4.2, 6.58736e-11, 2.75467e-11, 6.57906e-12
4.3, 6.52243e-11, 2.79054e-11, 6.86965e-12
4.4, 6.46182e-11, 2.82126e-11, 7.16855e-12
4.5, 6.40055e-11, 2.85297e-11, 7.46412e-12
4.6, 6.34193e-11, 2.88535e-11, 7.72649e-12
4.7, 6.27833e-11, 2.91873e-11, 8.02871e-12
4.8, 6.21988e-11, 2.94746e-11, 8.32594e-12
4.9, 6.16542e-11, 2.97236e-11, 8.62152e-12
5, 6.10779e-11, 3.00325e-11, 8.88887e-12
5.1, 6.05183e-11, 3.03015e-11, 9.17946e-12
5.2, 5.99438e-11, 3.05556e-11, 9.49994e-12
5.3, 5.9346e-11, 3.08429e-11, 9.81046e-12
5.4, 5.87565e-11, 3.10936e-11, 1.01492e-11
5.5, 5.81886e-11, 3.13543e-11, 1.04564e-11
5.6, 5.76224e-11, 3.1615e-11, 1.0762e-11
5.7, 5.70229e-11, 3.19189e-11, 1.10575e-11
5.8, 5.6465e-11, 3.20849e-11, 1.14494e-11
5.9, 5.58506e-11, 3.23573e-11, 1.17915e-11
6, 5.52661e-11, 3.26296e-11, 1.21037e-11
6.1, 5.47363e-11, 3.28189e-11, 1.24441e-11
6.2, 5.42166e-11, 3.30647e-11, 1.27181e-11
6.3, 5.37433e-11, 3.31527e-11, 1.31033e-11
6.4, 5.32087e-11, 3.33486e-11, 1.34421e-11
6.5, 5.27371e-11, 3.34798e-11, 1.37825e-11
6.6, 5.22123e-11, 3.36492e-11, 1.41378e-11
6.7, 5.17075e-11, 3.38086e-11, 1.44832e-11
6.8, 5.11811e-11, 3.39863e-11, 1.48319e-11
6.9, 5.0678e-11, 3.41374e-11, 1.5184e-11
7, 5.01582e-11, 3.4335e-11, 1.55061e-11
7.1, 4.96485e-11, 3.45027e-11, 1.58482e-11
7.2, 4.91752e-11, 3.46322e-11, 1.61919e-11
7.3, 4.87352e-11, 3.47219e-11, 1.65423e-11
7.4, 4.82602e-11, 3.48448e-11, 1.68943e-11
7.5, 4.78219e-11, 3.49494e-11, 1.72281e-11
7.6, 4.73636e-11, 3.50722e-11, 1.75635e-11
7.7, 4.69152e-11, 3.51603e-11, 1.79239e-11
7.8, 4.64337e-11, 3.52831e-11, 1.82825e-11
7.9, 4.59455e-11, 3.53944e-11, 1.86595e-11
8, 4.54822e-11, 3.54658e-11, 1.90514e-11
8.1, 4.50272e-11, 3.55704e-11, 1.94017e-11
8.2, 4.46004e-11, 3.56485e-11, 1.97505e-11
8.3, 4.41853e-11, 3.57049e-11, 2.01091e-11
8.4, 4.3722e-11, 3.58045e-11, 2.04728e-11
8.5, 4.3267e-11, 3.58593e-11, 2.0873e-11
8.6, 4.28735e-11, 3.58909e-11, 2.1235e-11
8.7, 4.24019e-11, 3.60304e-11, 2.15671e-11
8.8, 4.19701e-11, 3.61283e-11, 2.19008e-11
8.9, 4.15035e-11, 3.6213e-11, 2.22828e-11
9, 4.10801e-11, 3.62662e-11, 2.26531e-11
9.1, 4.06666e-11, 3.63442e-11, 2.29885e-11
9.2, 4.02614e-11, 3.6399e-11, 2.33389e-11
9.3, 3.9833e-11, 3.64688e-11, 2.36976e-11
9.4, 3.9476e-11, 3.64638e-11, 2.40596e-11
9.5, 3.90907e-11, 3.64787e-11, 2.44299e-11
9.6, 3.87088e-11, 3.65003e-11, 2.47902e-11
9.7, 3.82821e-11, 3.65053e-11, 2.5212e-11
9.8, 3.793e-11, 3.64605e-11, 2.56088e-11
9.9, 3.75249e-11, 3.65319e-11, 2.59426e-11
10, 3.71629e-11, 3.65651e-11, 2.62714e-11

0, 9.99993e-11, 0, 0
0.1, 9.89648e-11, 1.02787e-12, 6.64216e-15
0.2, 9.79934e-11, 1.98102e-12, 2.49081e-14
0.3, 9.70087e-11, 2.94746e-12, 4.3174e-14
0.4, 9.6019e-11, 3.90061e-12, 7.97059e-14
0.5, 9.50825e-11, 4.7973e-12, 1.19559e-13
0.6, 9.4136e-11, 5.70727e-12, 1.56091e-13
0.7, 9.31496e-11, 6.62057e-12, 2.29154e-13
0.8, 9.22297e-11, 7.4608e-12, 3.0886e-13
0.9, 9.13081e-11, 8.32262e-12, 3.6864e-13
1, 9.04562e-11, 9.09145e-12, 4.51667e-13
1.1, 8.96077e-11, 9.84035e-12, 5.51299e-13
1.2, 8.86994e-11, 1.06507e-11, 6.49271e-13
1.3, 8.7811e-11, 1.14228e-11, 7.65508e-13
1.4, 8.68595e-11, 1.2273e-11, 8.66801e-13
1.5, 8.60126e-11, 1.30203e-11, 9.66434e-13
1.6, 8.51375e-11, 1.37576e-11, 1.10426e-12
1.7, 8.43703e-11, 1.43819e-11, 1.24706e-12
1.8, 8.356e-11, 1.50644e-11, 1.37493e-12
1.9, 8.26882e-11, 1.57884e-11, 1.52271e-12
2, 8.18463e-11, 1.64692e-11, 1.68379e-12
2.1, 8.09795e-11, 1.71633e-11, 1.85648e-12
2.2, 8.01708e-11, 1.77993e-11, 2.02918e-12
2.3, 7.93439e-11, 1.84486e-11, 2.20686e-12
2.4, 7.85418e-11, 1.90547e-11, 2.4028e-12
2.5, 7.77896e-11, 1.96276e-11, 2.58214e-12
2.6, 7.69876e-11, 2.02436e-11, 2.76812e-12
2.7, 7.62669e-11, 2.07916e-11, 2.94081e-12
2.8, 7.55213e-11, 2.13197e-11, 3.15835e-12
2.9, 7.4794e-11, 2.18261e-11, 3.3792e-12
3, 7.40119e-11, 2.23658e-11, 3.62164e-12
3.1, 7.32431e-11, 2.29221e-11, 3.83418e-12
3.2, 7.25108e-11, 2.34236e-11, 4.065e-12
3.3, 7.17403e-11, 2.39632e-11, 4.29581e-12
3.4, 7.10113e-11, 2.44448e-11, 4.54323e-12
3.5, 7.02873e-11, 2.49114e-11, 4.80062e-12
3.6, 6.95766e-11, 2.53498e-11, 5.07295e-12
3.7, 6.88709e-11, 2.57998e-11, 5.32867e-12
3.8, 6.81801e-11, 2.62216e-11, 5.59768e-12
3.9, 6.74743e-11, 2.66583e-11, 5.86668e-12
4, 6.685e-11, 2.70502e-11, 6.09916e-12
4.1, 6.62771e-11, 2.73707e-11, 6.35156e-12
4.2, 6.55979e-11, 2.78041e-11, 6.59732e-12
4.3, 6.4942e-11, 2.8176e-11, 6.88127e-12
4.4, 6.43044e-11, 2.85746e-11, 7.12039e-12
4.5, 6.36518e-11, 2.89349e-11, 7.41265e-12
4.6, 6.30009e-11, 2.92753e-11, 7.72317e-12
4.7, 6.23516e-11, 2.96489e-11, 7.99882e-12
4.8, 6.17588e-11, 2.99395e-11, 8.30103e-12
4.9, 6.10879e-11, 3.0338e-11, 8.57336e-12
5, 6.052e-11, 3.06104e-11, 8.86894e-12
5.1, 5.99139e-11, 3.09275e-11, 9.15787e-12
5.2, 5.93543e-11, 3.11866e-11, 9.45843e-12
5.3, 5.87598e-11, 3.14705e-11, 9.76895e-12
5.4, 5.81272e-11, 3.17894e-11, 1.00828e-11
5.5, 5.75377e-11, 3.20717e-11, 1.039e-11
5.6, 5.69548e-11, 3.2329e-11, 1.07155e-11
5.7, 5.64733e-11, 3.24635e-11, 1.10625e-11
5.8, 5.59353e-11, 3.26761e-11, 1.1388e-11
5.9, 5.53391e-11, 3.29451e-11, 1.17151e-11
6, 5.47945e-11, 3.31726e-11, 1.20323e-11
6.1, 5.42149e-11, 3.34233e-11, 1.23611e-11
6.2, 5.36371e-11, 3.36874e-11, 1.26749e-11
6.3, 5.31406e-11, 3.38235e-11, 1.30352e-11
6.4, 5.26125e-11, 3.40145e-11, 1.33723e-11
6.5, 5.20778e-11, 3.41805e-11, 1.3741e-11
6.6, 5.1583e-11, 3.43748e-11, 1.40415e-11
6.7, 5.10715e-11, 3.45874e-11, 1.43404e-11
6.8, 5.05368e-11, 3.47551e-11, 1.47074e-11
6.9, 5.00885e-11, 3.48647e-11, 1.50461e-11
7, 4.95771e-11, 3.50374e-11, 1.53849e-11
7.1, 4.90623e-11, 3.52516e-11, 1.56855e-11
7.2, 4.85907e-11, 3.53794e-11, 1.60292e-11
7.3, 4.81125e-11, 3.55139e-11, 1.63729e-11
7.4, 4.7596e-11, 3.56485e-11, 1.67548e-11
7.5, 4.7156e-11, 3.57481e-11, 1.70952e-11
7.6, 4.66827e-11, 3.58411e-11, 1.74755e-11
7.7, 4.62145e-11, 3.59341e-11, 1.78508e-11
7.8, 4.5791e-11, 3.60104e-11, 1.81978e-11
7.9, 4.53659e-11, 3.60835e-11, 1.85499e-11
8, 4.49026e-11, 3.62446e-11, 1.88521e-11
8.1, 4.44327e-11, 3.63293e-11, 1.92373e-11
8.2, 4.39794e-11, 3.63741e-11, 1.96458e-11
8.3, 4.3541e-11, 3.64505e-11, 2.00078e-11
8.4, 4.30511e-11, 3.658e-11, 2.03682e-11
8.5, 4.25862e-11, 3.6683e-11, 2.07302e-11
8.6, 4.21694e-11, 3.67195e-11, 2.11104e-11
8.7, 4.17327e-11, 3.68075e-11, 2.14591e-11
8.8, 4.13242e-11, 3.68474e-11, 2.18278e-11
8.9, 4.09506e-11, 3.68856e-11, 2.21632e-11
9, 4.05636e-11, 3.69254e-11, 2.25103e-11
9.1, 4.01585e-11, 3.70001e-11, 2.28407e-11
9.2, 3.97566e-11, 3.70118e-11, 2.32309e-11
9.3, 3.9383e-11, 3.70184e-11, 2.35979e-11
9.4, 3.89911e-11, 3.703e-11, 2.39782e-11
9.5, 3.85959e-11, 3.70699e-11, 2.43335e-11
9.6, 3.81974e-11, 3.70915e-11, 2.47105e-11
9.7, 3.78121e-11, 3.70948e-11, 2.50924e-11
9.8, 3.74319e-11, 3.71164e-11, 2.54511e-11
9.9, 3.70433e-11, 3.71413e-11, 2.58147e-11
10, 3.66514e-11, 3.71678e-11, 2.61801e-11

0, 9.99993e-11, 0, 0
0.1, 9.9008e-11, 9.81379e-13, 9.96323e-15
0.2, 9.80283e-11, 1.94449e-12, 2.65686e-14
0.3, 9.70402e-11, 2.89764e-12, 6.14399e-14
0.4, 9.60672e-11, 3.82754e-12, 1.04614e-13
0.5, 9.51605e-11, 4.69766e-12, 1.41146e-13
0.6, 9.4214e-11, 5.59768e-12, 1.87641e-13
0.7, 9.32509e-11, 6.51596e-12, 2.32475e-13
0.8, 9.23758e-11, 7.3263e-12, 2.97236e-13
0.9, 9.14691e-11, 8.15159e-12, 3.78603e-13
1, 9.05625e-11, 8.96193e-12, 4.74914e-13
1.1, 8.96359e-11, 9.78888e-12, 5.74547e-13
1.2, 8.87973e-11, 1.05444e-11, 6.57573e-13
1.3, 8.79571e-11, 1.129e-11, 7.52224e-13
1.4, 8.69824e-11, 1.21551e-11, 8.6182e-13
1.5, 8.60707e-11, 1.29522e-11, 9.76397e-13
1.6, 8.52122e-11, 1.36613e-11, 1.12585e-12
1.7, 8.43471e-11, 1.43786e-11, 1.27363e-12
1.8, 8.35301e-11, 1.50511e-11, 1.4181e-12
1.9, 8.26633e-11, 1.57602e-11, 1.57585e-12
2, 8.18463e-11, 1.64161e-11, 1.73692e-12
2.1, 8.09895e-11, 1.71002e-11, 1.90962e-12
2.2, 8.01542e-11, 1.77811e-11, 2.06405e-12
2.3, 7.92841e-11, 1.84752e-11, 2.24007e-12
2.4, 7.85053e-11, 1.90414e-11, 2.45262e-12
2.5, 7.77697e-11, 1.95645e-11, 2.66517e-12
2.6, 7.69826e-11, 2.01457e-11, 2.87107e-12
2.7, 7.62055e-11, 2.07235e-11, 3.07034e-12
2.8, 7.54483e-11, 2.12732e-11, 3.2779e-12
2.9, 7.46479e-11, 2.18427e-11, 3.50872e-12
3, 7.39123e-11, 2.2409e-11, 3.67809e-12
3.1, 7.31866e-11, 2.28889e-11, 3.92385e-12
3.2, 7.24543e-11, 2.33555e-11, 4.18954e-12
3.3, 7.17735e-11, 2.37905e-11, 4.4353e-12
3.4, 7.10495e-11, 2.42704e-11, 4.6794e-12
3.5, 7.03653e-11, 2.47088e-11, 4.92516e-12
3.6, 6.97161e-11, 2.51123e-11, 5.17092e-12
3.7, 6.89854e-11, 2.56039e-11, 5.41004e-12
3.8, 6.82731e-11, 2.60439e-11, 5.68236e-12
3.9, 6.7657e-11, 2.63677e-11, 5.97462e-12
4, 6.70028e-11, 2.67745e-11, 6.22204e-12
4.1, 6.63086e-11, 2.72079e-11, 6.48274e-12
4.2, 6.56311e-11, 2.76347e-11, 6.73349e-12
4.3, 6.49869e-11, 2.80199e-11, 6.99253e-12
4.4, 6.43426e-11, 2.83836e-11, 7.27316e-12
4.5, 6.3675e-11, 2.87655e-11, 7.55877e-12
4.6, 6.30507e-11, 2.91242e-11, 7.82446e-12
4.7, 6.2408e-11, 2.94596e-11, 8.13166e-12
4.8, 6.17355e-11, 2.98548e-11, 8.40897e-12
4.9, 6.11792e-11, 3.01205e-11, 8.69956e-12
5, 6.05997e-11, 3.03646e-11, 9.03499e-12
5.1, 5.99753e-11, 3.06718e-11, 9.35216e-12
5.2, 5.93211e-11, 3.10039e-11, 9.6743e-12
5.3, 5.87117e-11, 3.12945e-11, 9.99312e-12
5.4, 5.81471e-11, 3.15403e-11, 1.03119e-11
5.5, 5.75609e-11, 3.17877e-11, 1.06507e-11
5.6, 5.70262e-11, 3.20152e-11, 1.09579e-11
5.7, 5.64334e-11, 3.22942e-11, 1.12717e-11
5.8, 5.5902e-11, 3.25017e-11, 1.15955e-11
5.9, 5.53242e-11, 3.27292e-11, 1.19459e-11
6, 5.48161e-11, 3.29185e-11, 1.22647e-11
6.1, 5.42648e-11, 3.31344e-11, 1.26002e-11
6.2, 5.37002e-11, 3.33519e-11, 1.29472e-11
6.3, 5.32269e-11, 3.34947e-11, 1.32777e-11
6.4, 5.26872e-11, 3.36591e-11, 1.3653e-11
6.5, 5.2131e-11, 3.39049e-11, 1.39635e-11
