time, species_1, species_2, species_3
1.2, 8.87226e-11, 1.06009e-11, 6.75839e-13
1.3, 8.7894e-11, 1.13348e-11, 7.7049e-13
1.4, 8.70073e-11, 1.21253e-11, 8.66801e-13
1.5, 8.61239e-11, 1.28775e-11, 9.97984e-13
1.6, 8.52305e-11, 1.36197e-11, 1.14909e-12
1.7, 8.44218e-11, 1.43188e-11, 1.25869e-12
1.8, 8.35533e-11, 1.50212e-11, 1.42474e-12
1.9, 8.27131e-11, 1.5717e-11, 1.56921e-12
2, 8.1833e-11, 1.64427e-11, 1.72364e-12
2.1, 8.10443e-11, 1.70288e-11, 1.92623e-12
2.2, 8.02455e-11, 1.76532e-11, 2.10058e-12
2.3, 7.94518e-11, 1.82825e-11, 2.26498e-12
2.4, 7.86365e-11, 1.89185e-11, 2.44431e-12
2.5, 7.78195e-11, 1.95429e-11, 2.63694e-12
2.6, 7.7044e-11, 2.00842e-11, 2.87107e-12
2.7, 7.62968e-11, 2.06355e-11, 3.06702e-12
2.8, 7.54997e-11, 2.11769e-11, 3.32274e-12
2.9, 7.47342e-11, 2.17115e-11, 3.55355e-12
3, 7.40152e-11, 2.22197e-11, 3.76444e-12
3.1, 7.33742e-11, 2.26796e-11, 3.94544e-12
3.2, 7.26635e-11, 2.31529e-11, 4.1829e-12
3.3, 7.19013e-11, 2.36859e-11, 4.41205e-12
3.4, 7.11624e-11, 2.4199e-11, 4.63789e-12
3.5, 7.04716e-11, 2.4669e-11, 4.85874e-12
3.6, 6.97277e-11, 2.52086e-11, 5.06298e-12
3.7, 6.90353e-11, 2.56454e-11, 5.31871e-12
3.8, 6.84242e-11, 2.60339e-11, 5.54122e-12
3.9, 6.76686e-11, 2.65304e-11, 5.80026e-12
4, 6.70742e-11, 2.68476e-11, 6.07757e-12
4.1, 6.64066e-11, 2.72279e-11, 6.36485e-12
4.2, 6.57142e-11, 2.7638e-11, 6.64714e-12
4.3, 6.5045e-11, 2.80399e-11, 6.91448e-12
4.4, 6.43791e-11, 2.84467e-11, 7.17353e-12
4.5, 6.36983e-11, 2.88386e-11, 7.46246e-12
4.6, 6.29942e-11, 2.92703e-11, 7.73479e-12
4.7, 6.23582e-11, 2.95925e-11, 8.04863e-12
4.8, 6.17621e-11, 2.98781e-11, 8.35915e-12
4.9, 6.11543e-11, 3.02035e-11, 8.64145e-12
5, 6.05516e-11, 3.05058e-11, 8.942e-12
5.1, 5.99122e-11, 3.08512e-11, 9.23592e-12
5.2, 5.93726e-11, 3.10471e-11, 9.57965e-12
5.3, 5.88063e-11, 3.13294e-11, 9.8636e-12
5.4, 5.82152e-11, 3.16233e-11, 1.01608e-11
5.5, 5.76041e-11, 3.19222e-11, 1.0473e-11
5.6, 5.70428e-11, 3.21945e-11, 1.0762e-11
5.7, 5.64783e-11, 3.24336e-11, 1.10874e-11
5.8, 5.58921e-11, 3.26827e-11, 1.14245e-11
5.9, 5.53341e-11, 3.28903e-11, 1.17749e-11
6, 5.48144e-11, 3.31062e-11, 1.20788e-11
6.1, 5.42448e-11, 3.32938e-11, 1.24607e-11
6.2, 5.37052e-11, 3.34814e-11, 1.28127e-11
6.3, 5.31638e-11, 3.3694e-11, 1.31415e-11
6.4, 5.27155e-11, 3.38185e-11, 1.34653e-11
6.5, 5.2204e-11, 3.39995e-11, 1.37958e-11
6.6, 5.16394e-11, 3.42304e-11, 1.41295e-11
6.7, 5.11695e-11, 3.43084e-11, 1.45214e-11
6.8, 5.05701e-11, 3.45591e-11, 1.48701e-11
6.9, 5.00603e-11, 3.47003e-11, 1.52388e-11
7, 4.96086e-11, 3.479e-11, 1.56008e-11
7.1, 4.91387e-11, 3.49112e-11, 1.59495e-11
7.2, 4.86472e-11, 3.50938e-11, 1.62583e-11
7.3, 4.81357e-11, 3.52615e-11, 1.66021e-11
7.4, 4.76774e-11, 3.53711e-11, 1.69508e-11
7.5, 4.72191e-11, 3.54641e-11, 1.73161e-11
7.6, 4.67707e-11, 3.55472e-11, 1.76814e-11
7.7, 4.62825e-11, 3.5685e-11, 1.80318e-11
7.8, 4.58226e-11, 3.5758e-11, 1.84187e-11
7.9, 4.53576e-11, 3.58627e-11, 1.8779e-11
8, 4.48943e-11, 3.59673e-11, 1.91377e-11
8.1, 4.44095e-11, 3.61001e-11, 1.94897e-11
8.2, 4.39428e-11, 3.61782e-11, 1.98783e-11
8.3, 4.35227e-11, 3.61848e-11, 2.02918e-11
8.4, 4.30511e-11, 3.62778e-11, 2.06704e-11
8.5, 4.25995e-11, 3.63459e-11, 2.1054e-11
8.6, 4.22109e-11, 3.64023e-11, 2.13861e-11
8.7, 4.17692e-11, 3.64688e-11, 2.17614e-11
8.8, 4.13491e-11, 3.65385e-11, 2.21117e-11
8.9, 4.10054e-11, 3.65003e-11, 2.24937e-11
9, 4.06052e-11, 3.65385e-11, 2.28557e-11
9.1, 4.02365e-11, 3.64621e-11, 2.33007e-11
9.2, 3.9828e-11, 3.65368e-11, 2.36345e-11
9.3, 3.94245e-11, 3.65717e-11, 2.40031e-11
9.4, 3.90692e-11, 3.65269e-11, 2.44033e-11
9.5, 3.86673e-11, 3.65667e-11, 2.47653e-11
9.6, 3.82937e-11, 3.65966e-11, 2.5109e-11
9.7, 3.78321e-11, 3.67079e-11, 2.54594e-11
9.8, 3.74734e-11, 3.67843e-11, 2.57417e-11
9.9, 3.70832e-11, 3.68009e-11, 2.61153e-11
10, 3.67295e-11, 3.67793e-11, 2.64906e-11

0, 9.99993e-11, 0, 0
0.1, 9.8998e-11, 9.91342e-13, 9.96323e-15
0.2, 9.79917e-11, 1.98767e-12, 1.99265e-14
0.3, 9.70037e-11, 2.93085e-12, 6.4761e-14
0.4, 9.60506e-11, 3.85743e-12, 9.13296e-14
0.5, 9.50659e-11, 4.81058e-12, 1.2288e-13
0.6, 9.4136e-11, 5.69897e-12, 1.64393e-13
0.7, 9.31579e-11, 6.61393e-12, 2.27494e-13
0.8, 9.22363e-11, 7.46246e-12, 3.00558e-13
0.9, 9.13213e-11, 8.27945e-12, 3.98529e-13
1, 9.03665e-11, 9.12466e-12, 5.08125e-13
1.1, 8.95014e-11, 9.87523e-12, 6.22702e-13
1.2, 8.85848e-11, 1.06972e-11, 7.17353e-13
1.3, 8.77163e-11, 1.14511e-11, 8.3193e-13
1.4, 8.68578e-11, 1.21668e-11, 9.74736e-13
1.5, 8.59512e-11, 1.29339e-11, 1.11422e-12
1.6, 8.50927e-11, 1.36546e-11, 1.25205e-12
1.7, 8.42458e-11, 1.43421e-11, 1.41146e-12
1.8, 8.33906e-11, 1.50312e-11, 1.57751e-12
1.9, 8.25105e-11, 1.57652e-11, 1.72364e-12
2, 8.1652e-11, 1.64925e-11, 1.85482e-12
2.1, 8.08932e-11, 1.7072e-11, 2.03416e-12
2.2, 8.01127e-11, 1.76847e-11, 2.20187e-12
2.3, 7.9221e-11, 1.83656e-11, 2.41276e-12
2.4, 7.84306e-11, 1.89982e-11, 2.57051e-12
2.5, 7.76618e-11, 1.95761e-11, 2.76148e-12
2.6, 7.6858e-11, 2.02038e-11, 2.93749e-12
2.7, 7.60909e-11, 2.0765e-11, 3.1434e-12
2.8, 7.53204e-11, 2.13396e-11, 3.33934e-12
2.9, 7.45665e-11, 2.18743e-11, 3.55854e-12
3, 7.3899e-11, 2.23193e-11, 3.78105e-12
3.1, 7.31816e-11, 2.28175e-11, 4.00024e-12
3.2, 7.24227e-11, 2.33339e-11, 4.24268e-12
3.3, 7.17303e-11, 2.37739e-11, 4.49508e-12
3.4, 7.10445e-11, 2.4219e-11, 4.73586e-12
3.5, 7.03338e-11, 2.47155e-11, 4.95007e-12
3.6, 6.96613e-11, 2.50941e-11, 5.24398e-12
3.7, 6.89854e-11, 2.55026e-11, 5.51133e-12
3.8, 6.83196e-11, 2.59526e-11, 5.7272e-12
3.9, 6.76338e-11, 2.6381e-11, 5.98458e-12
4, 6.69745e-11, 2.67762e-11, 6.24861e-12
4.1, 6.63336e-11, 2.71498e-11, 6.51596e-12
4.2, 6.56627e-11, 2.75699e-11, 6.7667e-12
4.3, 6.50018e-11, 2.79817e-11, 7.01578e-12
4.4, 6.43891e-11, 2.82923e-11, 7.318e-12
4.5, 6.38112e-11, 2.85878e-11, 7.60029e-12
4.6, 6.31802e-11, 2.89017e-11, 7.91745e-12
4.7, 6.25907e-11, 2.9174e-11, 8.23461e-12
4.8, 6.19564e-11, 2.95377e-11, 8.50528e-12
4.9, 6.13901e-11, 2.97901e-11, 8.81912e-12
5, 6.07575e-11, 3.01089e-11, 9.13296e-12
5.1, 6.00833e-11, 3.04659e-11, 9.45013e-12
5.2, 5.95071e-11, 3.071e-11, 9.78224e-12
5.3, 5.89159e-11, 3.0994e-11, 1.00894e-11
5.4, 5.83198e-11, 3.12729e-11, 1.04066e-11
5.5, 5.77635e-11, 3.14921e-11, 1.07437e-11
5.6, 5.72255e-11, 3.17213e-11, 1.10525e-11
5.7, 5.66792e-11, 3.19189e-11, 1.14013e-11
5.8, 5.61212e-11, 3.21563e-11, 1.17217e-11
5.9, 5.55434e-11, 3.24004e-11, 1.20555e-11
6, 5.49638e-11, 3.26445e-11, 1.23909e-11
6.1, 5.44242e-11, 3.2882e-11, 1.26932e-11
6.2, 5.39044e-11, 3.30397e-11, 1.30552e-11
6.3, 5.33332e-11, 3.33004e-11, 1.33657e-11
6.4, 5.28682e-11, 3.34233e-11, 1.37077e-11
6.5, 5.23452e-11, 3.36226e-11, 1.40316e-11
6.6, 5.18121e-11, 3.38202e-11, 1.4367e-11
6.7, 5.12442e-11, 3.40577e-11, 1.46974e-11
6.8, 5.07278e-11, 3.41971e-11, 1.50744e-11
6.9, 5.02844e-11, 3.42851e-11, 1.54297e-11
7, 4.97813e-11, 3.44545e-11, 1.57635e-11
7.1, 4.92881e-11, 3.46189e-11, 1.60923e-11
7.2, 4.87484e-11, 3.47949e-11, 1.64559e-11
7.3, 4.82752e-11, 3.49311e-11, 1.6793e-11
7.4, 4.7787e-11, 3.50108e-11, 1.72015e-11
7.5, 4.72971e-11, 3.51453e-11, 1.75569e-11
7.6, 4.68023e-11, 3.53014e-11, 1.78956e-11
7.7, 4.63456e-11, 3.53695e-11, 1.82842e-11
7.8, 4.5879e-11, 3.55455e-11, 1.85748e-11
7.9, 4.5439e-11, 3.56518e-11, 1.89086e-11
8, 4.49906e-11, 3.57331e-11, 1.92755e-11
8.1, 4.45008e-11, 3.58643e-11, 1.96342e-11
8.2, 4.40923e-11, 3.59191e-11, 1.99879e-11
8.3, 4.36572e-11, 3.60188e-11, 2.03233e-11
8.4, 4.32355e-11, 3.61267e-11, 2.06372e-11
8.5, 4.27904e-11, 3.6218e-11, 2.09909e-11
8.6, 4.23487e-11, 3.62496e-11, 2.1401e-11
8.7, 4.19353e-11, 3.62795e-11, 2.17846e-11
8.8, 4.15052e-11, 3.63426e-11, 2.21516e-11
8.9, 4.10967e-11, 3.63691e-11, 2.25335e-11
9, 4.06649e-11, 3.64571e-11, 2.28772e-11
9.1, 4.02797e-11, 3.64887e-11, 2.32309e-11
9.2, 3.98629e-11, 3.65435e-11, 2.35929e-11
9.3, 3.94345e-11, 3.66049e-11, 2.39599e-11
9.4, 3.90459e-11, 3.65999e-11, 2.43535e-11
9.5, 3.86889e-11, 3.65966e-11, 2.47138e-11
9.6, 3.83369e-11, 3.65983e-11, 2.50642e-11
9.7, 3.79649e-11, 3.65933e-11, 2.54411e-11
9.8, 3.7578e-11, 3.66033e-11, 2.58181e-11
9.9, 3.71894e-11, 3.66415e-11, 2.61684e-11
10, 3.67909e-11, 3.66464e-11, 2.6562e-11

0, 9.99993e-11, 0, 0
0.1, 9.89914e-11, 1.00131e-12, 6.64216e-15
0.2, 9.80034e-11, 1.98102e-12, 1.49449e-14
0.3, 9.70253e-11, 2.93749e-12, 3.65319e-14
0.4, 9.60904e-11, 3.84083e-12, 6.80821e-14
0.5, 9.51323e-11, 4.76243e-12, 1.04614e-13
0.6, 9.42123e-11, 5.63587e-12, 1.51109e-13
0.7, 9.3299e-11, 6.48939e-12, 2.10888e-13
0.8, 9.24107e-11, 7.31966e-12, 2.69007e-13
0.9, 9.14841e-11, 8.17483e-12, 3.40411e-13
1, 9.05558e-11, 9.02669e-12, 4.16795e-13
1.1, 8.96907e-11, 9.76729e-12, 5.41336e-13
1.2, 8.87359e-11, 1.06158e-11, 6.4761e-13
1.3, 8.78624e-11, 1.13764e-11, 7.60527e-13
1.4, 8.69707e-11, 1.21352e-11, 8.9337e-13
1.5, 8.61488e-11, 1.2826e-11, 1.02455e-12
1.6, 8.52521e-11, 1.35915e-11, 1.15574e-12
1.7, 8.43986e-11, 1.43122e-11, 1.28858e-12
1.8, 8.35118e-11, 1.50727e-11, 1.41478e-12
1.9, 8.26782e-11, 1.57652e-11, 1.55593e-12
2, 8.18712e-11, 1.63779e-11, 1.75021e-12
2.1, 8.10808e-11, 1.70072e-11, 1.91128e-12
2.2, 8.03003e-11, 1.76001e-11, 2.09892e-12
2.3, 7.94269e-11, 1.82991e-11, 2.27328e-12
2.4, 7.86166e-11, 1.89368e-11, 2.44597e-12
2.5, 7.78012e-11, 1.95495e-11, 2.64856e-12
2.6, 7.70224e-11, 2.01523e-11, 2.82458e-12
2.7, 7.63101e-11, 2.06505e-11, 3.03879e-12
2.8, 7.55213e-11, 2.12283e-11, 3.24967e-12
2.9, 7.47874e-11, 2.17514e-11, 3.46056e-12
3, 7.40717e-11, 2.22429e-11, 3.68474e-12
3.1, 7.33294e-11, 2.27843e-11, 3.88566e-12
3.2, 7.26469e-11, 2.3216e-11, 4.1364e-12
3.3, 7.19262e-11, 2.37009e-11, 4.3722e-12
3.4, 7.11773e-11, 2.41957e-11, 4.62626e-12
3.5, 7.0553e-11, 2.45693e-11, 4.877e-12
3.6, 6.98622e-11, 2.49978e-11, 5.13937e-12
3.7, 6.91615e-11, 2.54727e-11, 5.3652e-12
3.8, 6.85022e-11, 2.58563e-11, 5.64085e-12
3.9, 6.77882e-11, 2.62963e-11, 5.91484e-12
4, 6.70924e-11, 2.67297e-11, 6.17721e-12
4.1, 6.6478e-11, 2.70352e-11, 6.48607e-12
4.2, 6.58686e-11, 2.73806e-11, 6.75009e-12
4.3, 6.51994e-11, 2.77742e-11, 7.02574e-12
4.4, 6.45468e-11, 2.81412e-11, 7.31135e-12
4.5, 6.3876e-11, 2.85065e-11, 7.61689e-12
4.6, 6.32433e-11, 2.88353e-11, 7.92077e-12
4.7, 6.26505e-11, 2.91275e-11, 8.22133e-12
4.8, 6.2046e-11, 2.94164e-11, 8.53683e-12
4.9, 6.14831e-11, 2.96921e-11, 8.8241e-12
5, 6.09501e-11, 2.99628e-11, 9.08647e-12
5.1, 6.03423e-11, 3.02567e-11, 9.40031e-12
5.2, 5.97379e-11, 3.05489e-11, 9.71249e-12
5.3, 5.91899e-11, 3.08146e-11, 9.99478e-12
5.4, 5.85788e-11, 3.10687e-11, 1.03518e-11
5.5, 5.80076e-11, 3.13377e-11, 1.0654e-11
5.6, 5.74779e-11, 3.15353e-11, 1.09861e-11
5.7, 5.69166e-11, 3.17728e-11, 1.13099e-11
5.8, 5.63853e-11, 3.19787e-11, 1.16354e-11
5.9, 5.5814e-11, 3.22261e-11, 1.19592e-11
6, 5.52793e-11, 3.2437e-11, 1.2283e-11
6.1, 5.47828e-11, 3.2603e-11, 1.26135e-11
6.2, 5.42232e-11, 3.28156e-11, 1.29605e-11
6.3, 5.36919e-11, 3.30049e-11, 1.33026e-11
6.4, 5.31339e-11, 3.32257e-11, 1.36397e-11
6.5, 5.2659e-11, 3.33652e-11, 1.39751e-11
6.6, 5.21061e-11, 3.35794e-11, 1.43138e-11
6.7, 5.15514e-11, 3.3797e-11, 1.46509e-11
6.8, 5.10267e-11, 3.40095e-11, 1.49631e-11
6.9, 5.05418e-11, 3.4134e-11, 1.53235e-11
7, 5.00769e-11, 3.42403e-11, 1.56821e-11
7.1, 4.96103e-11, 3.43914e-11, 1.59976e-11
7.2, 4.9132e-11, 3.4516e-11, 1.63513e-11
7.3, 4.86638e-11, 3.46604e-11, 1.66751e-11
7.4, 4.81606e-11, 3.48531e-11, 1.69857e-11
7.5, 4.7684e-11, 3.49959e-11, 1.73194e-11
7.6, 4.71859e-11, 3.51171e-11, 1.76964e-11
7.7, 4.66861e-11, 3.52914e-11, 1.80218e-11
7.8, 4.62377e-11, 3.54044e-11, 1.83573e-11
7.9, 4.57777e-11, 3.55189e-11, 1.87027e-11
8, 4.53427e-11, 3.56202e-11, 1.90364e-11
8.1, 4.48927e-11, 3.56949e-11, 1.94117e-11
8.2, 4.44393e-11, 3.58145e-11, 1.97455e-11
8.3, 4.40342e-11, 3.5866e-11, 2.00992e-11
8.4, 4.35991e-11, 3.59573e-11, 2.04429e-11
8.5, 4.31674e-11, 3.60188e-11, 2.08132e-11
8.6, 4.26958e-11, 3.613e-11, 2.11735e-11
8.7, 4.23504e-11, 3.61665e-11, 2.14824e-11
8.8, 4.1907e-11, 3.62363e-11, 2.1856e-11
8.9, 4.15035e-11, 3.63093e-11, 2.21865e-11
9, 4.1095e-11, 3.63143e-11, 2.259e-11
9.1, 4.07015e-11, 3.63625e-11, 2.29354e-11
9.2, 4.02996e-11, 3.63974e-11, 2.33023e-11
9.3, 3.98978e-11, 3.64173e-11, 2.36843e-11
9.4, 3.94992e-11, 3.64804e-11, 2.40197e-11
9.5, 3.9104e-11, 3.64804e-11, 2.44149e-11
9.6, 3.87354e-11, 3.64488e-11, 2.48151e-11
9.7, 3.83618e-11, 3.64505e-11, 2.51871e-11
9.8, 3.79599e-11, 3.64638e-11, 2.55756e-11
9.9, 3.75514e-11, 3.65003e-11, 2.59476e-11
10, 3.71629e-11, 3.64953e-11, 2.63411e-11

0, 9.99993e-11, 0, 0
0.1, 9.90611e-11, 9.33223e-13, 4.98162e-15
0.2, 9.81727e-11, 1.80999e-12, 1.66054e-14
0.3, 9.71698e-11, 2.78306e-12, 4.64951e-14
0.4, 9.62216e-11, 3.7113e-12, 6.64216e-14
0.5, 9.52801e-11, 4.61464e-12, 1.04614e-13
0.6, 9.42721e-11, 5.57443e-12, 1.5277e-13
0.7, 9.34169e-11, 6.35654e-12, 2.25833e-13
0.8, 9.2404e-11, 7.28478e-12, 3.10521e-13
0.9, 9.14525e-11, 8.16487e-12, 3.81924e-13
1, 9.05475e-11, 8.97853e-12, 4.73254e-13
1.1, 8.96176e-11, 9.83039e-12, 5.51299e-13
1.2, 8.87027e-11, 1.06441e-11, 6.52592e-13
1.3, 8.78525e-11, 1.13498e-11, 7.97059e-13
1.4, 8.69658e-11, 1.21352e-11, 8.98352e-13
1.5, 8.61023e-11, 1.28775e-11, 1.01957e-12
1.6, 8.51857e-11, 1.36745e-11, 1.13913e-12
1.7, 8.43388e-11, 1.43603e-11, 1.3002e-12
1.8, 8.34354e-11, 1.51408e-11, 1.42308e-12
1.9, 8.25803e-11, 1.58133e-11, 1.60574e-12
2, 8.17467e-11, 1.64775e-11, 1.77512e-12
2.1, 8.09114e-11, 1.71434e-11, 1.94449e-12
2.2, 8.01343e-11, 1.77777e-11, 2.0873e-12
2.3, 7.93455e-11, 1.83822e-11, 2.27162e-12
2.4, 7.85385e-11, 1.90082e-11, 2.45262e-12
2.5, 7.77763e-11, 1.95794e-11, 2.64358e-12
2.6, 7.70241e-11, 2.0144e-11, 2.83122e-12
2.7, 7.62403e-11, 2.07019e-11, 3.05705e-12
2.8, 7.54532e-11, 2.12781e-11, 3.26794e-12
2.9, 7.47143e-11, 2.18211e-11, 3.46388e-12
3, 7.39654e-11, 2.23409e-11, 3.69304e-12
3.1, 7.32348e-11, 2.28424e-11, 3.92219e-12
3.2, 7.25025e-11, 2.33405e-11, 4.15633e-12
3.3, 7.17652e-11, 2.38752e-11, 4.35891e-12
3.4, 7.10528e-11, 2.43369e-11, 4.60966e-12
3.5, 7.03786e-11, 2.4762e-11, 4.85874e-12
3.6, 6.96961e-11, 2.52219e-11, 5.08125e-12
3.7, 6.9002e-11, 2.5657e-11, 5.34029e-12
3.8, 6.82946e-11, 2.61136e-11, 5.59103e-12
3.9, 6.76803e-11, 2.64341e-11, 5.88495e-12
4, 6.69961e-11, 2.68775e-11, 6.12573e-12
4.1, 6.63319e-11, 2.72976e-11, 6.36983e-12
4.2, 6.57524e-11, 2.75865e-11, 6.66042e-12
4.3, 6.50732e-11, 2.79917e-11, 6.93441e-12
4.4, 6.44605e-11, 2.83238e-11, 7.21504e-12
4.5, 6.3768e-11, 2.87273e-11, 7.50398e-12
4.6, 6.3132e-11, 2.90578e-11, 7.80952e-12
4.7, 6.25077e-11, 2.94214e-11, 8.07022e-12
4.8, 6.19165e-11, 2.9727e-11, 8.35583e-12
4.9, 6.12623e-11, 3.00441e-11, 8.69292e-12
5, 6.06545e-11, 3.03281e-11, 9.01673e-12
5.1, 6.00883e-11, 3.05938e-11, 9.31728e-12
5.2, 5.95054e-11, 3.08545e-11, 9.63943e-12
5.3, 5.88312e-11, 3.12464e-11, 9.92172e-12
5.4, 5.83032e-11, 3.14788e-11, 1.02173e-11
5.5, 5.77054e-11, 3.17545e-11, 1.05394e-11
5.6, 5.71524e-11, 3.19969e-11, 1.085e-11
5.7, 5.65629e-11, 3.2339e-11, 1.10974e-11
5.8, 5.60332e-11, 3.253e-11, 1.14361e-11
5.9, 5.54853e-11, 3.27608e-11, 1.17533e-11
6, 5.49904e-11, 3.29169e-11, 1.2092e-11
6.1, 5.44258e-11, 3.31095e-11, 1.2464e-11
6.2, 5.38945e-11, 3.3337e-11, 1.27679e-11
6.3, 5.33398e-11, 3.35661e-11, 1.30934e-11
6.4, 5.28284e-11, 3.37239e-11, 1.3447e-11
6.5, 5.22821e-11, 3.39215e-11, 1.37958e-11
6.6, 5.18088e-11, 3.4066e-11, 1.41245e-11
6.7, 5.13156e-11, 3.42287e-11, 1.4455e-11
6.8, 5.08009e-11, 3.43665e-11, 1.48319e-11
6.9, 5.02961e-11, 3.45625e-11, 1.51408e-11
7, 4.98643e-11, 3.46372e-11, 1.54978e-11
7.1, 4.9416e-11, 3.47468e-11, 1.58366e-11
7.2, 4.89593e-11, 3.48364e-11, 1.62035e-11
7.3, 4.84678e-11, 3.49427e-11, 1.65888e-11
7.4, 4.80012e-11, 3.50722e-11, 1.69259e-11
7.5, 4.75512e-11, 3.52333e-11, 1.72148e-11
7.6, 4.70829e-11, 3.53828e-11, 1.75336e-11
7.7, 4.66445e-11, 3.54409e-11, 1.79139e-11
7.8, 4.61995e-11, 3.55223e-11, 1.82776e-11
7.9, 4.57279e-11, 3.56335e-11, 1.86379e-11
8, 4.53012e-11, 3.57282e-11, 1.897e-11
8.1, 4.48512e-11, 3.57846e-11, 1.93635e-11
8.2, 4.44045e-11, 3.58261e-11, 1.97687e-11
8.3, 4.3986e-11, 3.5866e-11, 2.01473e-11
8.4, 4.35808e-11, 3.59108e-11, 2.05077e-11
8.5, 4.31557e-11, 3.5964e-11, 2.08796e-11
8.6, 4.2729e-11, 3.60619e-11, 2.12084e-11
8.7, 4.2367e-11, 3.6047e-11, 2.15853e-11
8.8, 4.19253e-11, 3.6125e-11, 2.1949e-11
8.9, 4.15019e-11, 3.61582e-11, 2.23392e-11
9, 4.1095e-11, 3.62545e-11, 2.26498e-11
9.1, 4.06815e-11, 3.62977e-11, 2.30201e-11
9.2, 4.02963e-11, 3.63293e-11, 2.33737e-11
9.3, 3.99094e-11, 3.63127e-11, 2.37773e-11
9.4, 3.95258e-11, 3.63575e-11, 2.4116e-11
9.5, 3.90991e-11, 3.64256e-11, 2.44747e-11
9.6, 3.87188e-11, 3.64953e-11, 2.47852e-11
9.7, 3.83053e-11, 3.65186e-11, 2.51754e-11
9.8, 3.79466e-11, 3.64688e-11, 2.55839e-11
9.9, 3.75514e-11, 3.64721e-11, 2.59758e-11
10, 3.71496e-11, 3.65086e-11, 2.63411e-11

0, 9.99993e-11, 0, 0
0.1, 9.89914e-11, 1.00297e-12, 4.98162e-15
0.2, 9.79951e-11, 1.98268e-12, 2.1587e-14
0.3, 9.70386e-11, 2.91757e-12, 4.3174e-14
0.4, 9.60871e-11, 3.83418e-12, 7.80453e-14
0.5, 9.51223e-11, 4.76243e-12, 1.14577e-13
0.6, 9.42074e-11, 5.63089e-12, 1.61072e-13
0.7, 9.33505e-11, 6.40138e-12, 2.4742e-13
0.8, 9.24389e-11, 7.22999e-12, 3.30447e-13
0.9, 9.15256e-11, 8.04033e-12, 4.33401e-13
1, 9.06455e-11, 8.84237e-12, 5.11446e-13
1.1, 8.9782e-11, 9.61452e-12, 6.02776e-13
1.2, 8.88986e-11, 1.0395e-11, 7.05729e-13
1.3, 8.79687e-11, 1.12136e-11, 8.16985e-13
1.4, 8.70704e-11, 1.20024e-11, 9.26581e-13
1.5, 8.62002e-11, 1.2743e-11, 1.0561e-12
1.6, 8.53683e-11, 1.3447e-11, 1.18396e-12
1.7, 8.45248e-11, 1.41777e-11, 1.29688e-12
1.8, 8.36414e-11, 1.49166e-11, 1.44135e-12
1.9, 8.28426e-11, 1.55509e-11, 1.60574e-12
2, 8.20721e-11, 1.61537e-11, 1.77346e-12
2.1, 8.129e-11, 1.67897e-11, 1.91958e-12
2.2, 8.05262e-11, 1.73726e-11, 2.10058e-12
2.3, 7.96926e-11, 1.80019e-11, 2.30483e-12
2.4, 7.89022e-11, 1.85964e-11, 2.50077e-12
2.5, 7.81051e-11, 1.91875e-11, 2.70668e-12
2.6, 7.73562e-11, 1.97305e-11, 2.91259e-12
2.7, 7.66472e-11, 2.02669e-11, 3.08528e-12
2.8, 7.58285e-11, 2.08614e-11, 3.30945e-12
2.9, 7.50481e-11, 2.14359e-11, 3.51536e-12
3, 7.42759e-11, 2.19889e-11, 3.73455e-12
3.1, 7.3532e-11, 2.25069e-11, 3.96039e-12
3.2, 7.27814e-11, 2.30466e-11, 4.17127e-12
3.3, 7.20641e-11, 2.35481e-11, 4.38714e-12
3.4, 7.13135e-11, 2.40579e-11, 4.62792e-12
3.5, 7.06144e-11, 2.45311e-11, 4.85376e-12
3.6, 6.98921e-11, 2.50027e-11, 5.1045e-12
3.7, 6.92013e-11, 2.54461e-11, 5.35192e-12
3.8, 6.84806e-11, 2.58845e-11, 5.63421e-12
3.9, 6.78015e-11, 2.62747e-11, 5.92314e-12
4, 6.71356e-11, 2.66649e-11, 6.19879e-12
4.1, 6.64382e-11, 2.71116e-11, 6.44953e-12
4.2, 6.57457e-11, 2.75317e-11, 6.72186e-12
4.3, 6.5025e-11, 2.799e-11, 6.98423e-12
4.4, 6.43608e-11, 2.8372e-11, 7.26652e-12
4.5, 6.37381e-11, 2.8714e-11, 7.54715e-12
4.6, 6.31453e-11, 2.90113e-11, 7.84273e-12
4.7, 6.25326e-11, 2.93318e-11, 8.13498e-12
4.8, 6.19398e-11, 2.96141e-11, 8.4455e-12
4.9, 6.12955e-11, 3.00059e-11, 8.6979e-12
5, 6.07243e-11, 3.02866e-11, 8.9885e-12
5.1, 6.01148e-11, 3.0612e-11, 9.27245e-12
5.2, 5.9522e-11, 3.08976e-11, 9.57965e-12
5.3, 5.89691e-11, 3.11052e-11, 9.92504e-12
5.4, 5.84012e-11, 3.13626e-11, 1.02356e-11
5.5, 5.77469e-11, 3.17097e-11, 1.05428e-11
5.6, 5.72189e-11, 3.19355e-11, 1.0845e-11
5.7, 5.66792e-11, 3.21646e-11, 1.11555e-11
5.8, 5.61295e-11, 3.24054e-11, 1.14644e-11
5.9, 5.55351e-11, 3.26744e-11, 1.17898e-11
6, 5.49954e-11, 3.28886e-11, 1.21153e-11
6.1, 5.44541e-11, 3.30647e-11, 1.24806e-11
6.2, 5.39376e-11, 3.32473e-11, 1.28144e-11
6.3, 5.3388e-11, 3.34781e-11, 1.31332e-11
