LINE,CNV_STAT3_1,CNV_STAT3_2,CNV_STAT3_3,CNV_STAT3_4,CNV_STAT3_5,STAT3_1,STAT3_2,STAT3_3,STAT3_4,STAT3_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5
229-1,1,2,3,4,5,41.0514,82.1028,123.154,164.206,205.257,40.2005,40.2005,40.2005,40.2005,40.2005
230-1,1,2,3,4,5,27.3767,54.7535,82.1302,109.507,136.884,45.8713,45.8713,45.8713,45.8713,45.8713
231-1,1,2,3,4,5,28.8314,57.6628,86.4942,115.326,144.157,49.1777,49.1777,49.1777,49.1777,49.1777
232-1,1,2,3,4,5,27.5252,55.0504,82.5756,110.101,137.626,34.0267,34.0267,34.0267,34.0267,34.0267
233-1,1,2,3,4,5,28.4898,56.9797,85.4695,113.959,142.449,30.1848,30.1848,30.1848,30.1848,30.1848
234-1,1,2,3,4,5,30.0404,60.0807,90.1211,120.161,150.202,7.46561,7.46561,7.46561,7.46561,7.46561
235-1,1,2,3,4,5,23.665,47.33,70.995,94.6599,118.325,17.2971,17.2971,17.2971,17.2971,17.2971
236-1,1,2,3,4,5,31.4855,62.971,94.4565,125.942,157.428,12.6104,12.6104,12.6104,12.6104,12.6104
237-1,1,2,3,4,5,30.599,61.198,91.7969,122.396,152.995,17.0087,17.0087,17.0087,17.0087,17.0087
238-1,1,2,3,4,5,32.9683,65.9366,98.9049,131.873,164.841,65.5324,65.5324,65.5324,65.5324,65.5324
239-1,1,2,3,4,5,34.7791,69.5582,104.337,139.116,173.895,44.8178,44.8178,44.8178,44.8178,44.8178
240-1,1,2,3,4,5,45.2706,90.5411,135.812,181.082,226.353,25.2689,25.2689,25.2689,25.2689,25.2689
241-1,1,2,3,4,5,47.9461,95.8922,143.838,191.784,239.731,39.0612,39.0612,39.0612,39.0612,39.0612
242-1,1,2,3,4,5,50.6883,101.377,152.065,202.753,253.441,76.7397,76.7397,76.7397,76.7397,76.7397
243-1,1,2,3,4,5,20.3993,40.7986,61.1979,81.5972,101.996,43.7164,43.7164,43.7164,43.7164,43.7164
244-1,1,2,3,4,5,49.3403,98.6806,148.021,197.361,246.701,9.93101,9.93101,9.93101,9.93101,9.93101
245-1,1,2,3,4,5,58.5693,117.139,175.708,234.277,292.847,8.07676,8.07676,8.07676,8.07676,8.07676
246-1,1,2,3,4,5,27.1798,54.3597,81.5395,108.719,135.899,11.4789,11.4789,11.4789,11.4789,11.4789
247-1,1,2,3,4,5,21.9624,43.9247,65.8871,87.8494,109.812,2.24196,2.24196,2.24196,2.24196,2.24196
248-1,1,2,3,4,5,33.7198,67.4395,101.159,134.879,168.599,18.4987,18.4987,18.4987,18.4987,18.4987
249-1,1,2,3,4,5,28.9098,57.8196,86.7294,115.639,144.549,16.9779,16.9779,16.9779,16.9779,16.9779
250-1,1,2,3,4,5,43.2071,86.4142,129.621,172.828,216.036,27.7217,27.7217,27.7217,27.7217,27.7217
251-1,1,2,3,4,5,32.0682,64.1364,96.2046,128.273,160.341,9.92562,9.92562,9.92562,9.92562,9.92562
252-1,1,2,3,4,5,94.2736,188.547,282.821,377.094,471.368,15.6436,15.6436,15.6436,15.6436,15.6436
253-1,1,2,3,4,5,1.3574,2.7148,4.0722,5.4296,6.787,2.65459,2.65459,2.65459,2.65459,2.65459
254-1,1,2,3,4,5,26.3343,52.6686,79.0029,105.337,131.672,15.0229,15.0229,15.0229,15.0229,15.0229
255-1,1,2,3,4,5,53.1225,106.245,159.367,212.49,265.612,7.32167,7.32167,7.32167,7.32167,7.32167
256-1,1,2,3,4,5,42.2637,84.5273,126.791,169.055,211.318,23.1661,23.1661,23.1661,23.1661,23.1661
257-1,1,2,3,4,5,24.8545,49.7089,74.5634,99.4179,124.272,11.8572,11.8572,11.8572,11.8572,11.8572
258-1,1,2,3,4,5,25.4226,50.8452,76.2679,101.69,127.113,14.7579,14.7579,14.7579,14.7579,14.7579
259-1,1,2,3,4,5,29.4064,58.8128,88.2192,117.626,147.032,22.8017,22.8017,22.8017,22.8017,22.8017
260-1,1,2,3,4,5,26.4544,52.9088,79.3632,105.818,132.272,18.1187,18.1187,18.1187,18.1187,18.1187
261-1,1,2,3,4,5,45.964,91.9279,137.892,183.856,229.82,80.5345,80.5345,80.5345,80.5345,80.5345
262-1,1,2,3,4,5,30.7784,61.5568,92.3352,123.114,153.892,4.94146,4.94146,4.94146,4.94146,4.94146
263-1,1,2,3,4,5,31.8369,63.6737,95.5106,127.347,159.184,9.85277,9.85277,9.85277,9.85277,9.85277
264-1,1,2,3,4,5,41.7064,83.4128,125.119,166.826,208.532,29.7712,29.7712,29.7712,29.7712,29.7712
265-1,1,2,3,4,5,32.6675,65.3349,98.0024,130.67,163.337,34.8879,34.8879,34.8879,34.8879,34.8879
266-1,1,2,3,4,5,33.6061,67.2122,100.818,134.424,168.03,44.6188,44.6188,44.6188,44.6188,44.6188
267-1,1,2,3,4,5,40.0556,80.1113,120.167,160.223,200.278,35.5275,35.5275,35.5275,35.5275,35.5275
268-1,1,2,3,4,5,31.1258,62.2516,93.3775,124.503,155.629,4.11589,4.11589,4.11589,4.11589,4.11589
269-1,1,2,3,4,5,21.2843,42.5686,63.8529,85.1373,106.422,5.37134,5.37134,5.37134,5.37134,5.37134
270-1,1,2,3,4,5,20.754,41.508,62.262,83.016,103.77,15.4837,15.4837,15.4837,15.4837,15.4837
271-1,1,2,3,4,5,40.2257,80.4515,120.677,160.903,201.129,38.3086,38.3086,38.3086,38.3086,38.3086
272-1,1,2,3,4,5,36.8452,73.6903,110.535,147.381,184.226,37.3583,37.3583,37.3583,37.3583,37.3583
